,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,3 Round 5 Ruxic ANGE1 Round 8 Ruxic alexiiik Round 9 hiro ANGE1,,,,,,,,,45,2,1
RieNs TH,,2 Round 10 Shao hiro Round 12 ANGE1 hiro,1 Round 14 alexiiik Shao Ruxic,,,1 Round 12 hiro,,,,,41,1,1
MiniBoo TH,,2 Round 6 Shao hiro Round 12 alexiiik Shao,,,,,,,,,52,0,0
Wo0t TH,,2 Round 5 Shao alexiiik Round 18 Ruxic ANGE1,1 Round 11 Ruxic alexiiik hiro,,,1 Round 8 hiro,,,,,58,0,1
benjyfishy TH,,3 Round 8 ANGE1 Shao Round 10 alexiiik Ruxic Round 11 Shao ANGE1,1 Round 13 Shao alexiiik hiro,,,1 Round 13 hiro,,,,,55,1,0
ANGE1 NAVI,,1 Round 11 Wo0t RieNs,,,,1 Round 10 benjyfishy,,,,,27,4,1
Shao NAVI,,2 Round 5 benjyfishy RieNs Round 12 Wo0t Boo,1 Round 3 benjyfishy MiniBoo Boo,1 Round 1 RieNs Wo0t Boo benjyfishy,1 Round 4 MiniBoo RieNs Wo0t Boo benjyfishy,1 Round 18 MiniBoo,,,,,74,3,1
Ruxic NAVI,,2 Round 17 RieNs Boo Round 19 Boo RieNs,,1 Round 6 MiniBoo RieNs Boo Wo0t,1 Round 20 Boo Wo0t RieNs benjyfishy MiniBoo,,1 Round 6 Boo Wo0t,,,,66,2,0
alexiiik NAVI,,1 Round 7 benjyfishy MiniBoo,1 Round 15 MiniBoo Wo0t RieNs,,,,,,,,46,0,0
hiro NAVI,,3 Round 12 benjyfishy MiniBoo Round 16 RieNs MiniBoo Round 18 Wo0t Boo,2 Round 8 Boo RieNs benjyfishy Round 13 Wo0t MiniBoo RieNs,,,,,,,,52,1,1
