Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Pearl,1,"""1-0""",WOL,Defenders,Elimination
1Pearl,2,"""2-0""",WOL,Defenders,Elimination
1Pearl,3,"""3-0""",WOL,Defenders,Elimination
1Pearl,4,"""4-0""",WOL,Defenders,Elimination
1Pearl,5,"""5-0""",WOL,Defenders,Defuse
1Pearl,6,"""6-0""",WOL,Defenders,Elimination
1Pearl,7,"""7-0""",WOL,Defenders,Elimination
1Pearl,8,"""8-0""",WOL,Defenders,Defuse
1Pearl,9,"""8-1""",AG,Attackers,Elimination
1Pearl,10,"""9-1""",WOL,Defenders,Elimination
1Pearl,11,"""9-2""",AG,Attackers,Elimination
1Pearl,12,"""10-2""",WOL,Defenders,Defuse
1Pearl,13,"""10-3""",WOL,Defenders,Defuse
1Pearl,14,"""10-4""",WOL,Defenders,Elimination
1Pearl,15,"""11-4""",AG,Attackers,Elimination
1Pearl,16,"""11-5""",WOL,Defenders,Defuse
1Pearl,17,"""11-6""",WOL,Defenders,Elimination
1Pearl,18,"""11-7""",WOL,Defenders,Time Expired
1Pearl,19,"""12-7""",AG,Attackers,Elimination
1Pearl,20,"""13-7""",AG,Attackers,Elimination
1Pearl,21,"""""",,,
1Pearl,22,"""""",,,
1Pearl,23,"""""",,,
1Pearl,24,"""""",,,
