,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
JessieVash TS,,4,1,1,,1,,,,,48,1,0
Jremy TS,,10,1,,,,,,,,57,1,1
invy TS,,12,3,,,1,,,,,72,7,1
2GE TS,,5,,,,,,,,,36,4,2
Wild0reoo TS,,6,2,,,,,,,,54,5,1
Dep ZETA,,6,1,1,1,,,,,,57,1,2
CLZ ZETA,,8,1,2,,2,,,,,78,12,3
SugarZ3ro ZETA,,7,,,,,1,,,,55,2,1
SyouTa ZETA,,5,2,1,,,,,,,54,2,2
Xdll ZETA,,5,2,,,1,,,,,41,0,1
