Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""0-1""",G2,Defenders,Elimination
1Lotus,2,"""0-2""",G2,Defenders,Defuse
1Lotus,3,"""1-2""",TE,Attackers,Elimination
1Lotus,4,"""2-2""",TE,Attackers,Spike Detonation
1Lotus,5,"""2-3""",G2,Defenders,Elimination
1Lotus,6,"""3-3""",TE,Attackers,Elimination
1Lotus,7,"""3-4""",G2,Defenders,Defuse
1Lotus,8,"""4-4""",TE,Attackers,Elimination
1Lotus,9,"""5-4""",TE,Attackers,Elimination
1Lotus,10,"""6-4""",TE,Attackers,Elimination
1Lotus,11,"""6-5""",G2,Defenders,Defuse
1Lotus,12,"""7-5""",TE,Attackers,Spike Detonation
1Lotus,13,"""8-5""",G2,Defenders,Defuse
1Lotus,14,"""9-5""",G2,Defenders,Defuse
1Lotus,15,"""9-6""",TE,Attackers,Elimination
1Lotus,16,"""10-6""",G2,Defenders,Elimination
1Lotus,17,"""10-7""",TE,Attackers,Elimination
1Lotus,18,"""11-7""",G2,Defenders,Elimination
1Lotus,19,"""11-8""",TE,Attackers,Elimination
1Lotus,20,"""12-8""",G2,Defenders,Elimination
1Lotus,21,"""13-8""",G2,Defenders,Elimination
1Lotus,22,"""""",,,
1Lotus,23,"""""",,,
1Lotus,24,"""""",,,
