Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Bind,1,"""1-0""",GE,Attackers,Elimination
2Bind,2,"""2-0""",GE,Attackers,Elimination
2Bind,3,"""3-0""",GE,Attackers,Elimination
2Bind,4,"""4-0""",GE,Attackers,Elimination
2Bind,5,"""5-0""",GE,Attackers,Spike Detonation
2Bind,6,"""6-0""",GE,Attackers,Elimination
2Bind,7,"""7-0""",GE,Attackers,Spike Detonation
2Bind,8,"""7-1""",NS,Defenders,Elimination
2Bind,9,"""8-1""",GE,Attackers,Elimination
2Bind,10,"""8-2""",NS,Defenders,Elimination
2Bind,11,"""8-3""",NS,Defenders,Defuse
2Bind,12,"""8-4""",NS,Defenders,Defuse
2Bind,13,"""9-4""",NS,Defenders,Elimination
2Bind,14,"""10-4""",NS,Defenders,Elimination
2Bind,15,"""10-5""",GE,Attackers,Spike Detonation
2Bind,16,"""10-6""",GE,Attackers,Spike Detonation
2Bind,17,"""10-7""",GE,Attackers,Elimination
2Bind,18,"""11-7""",NS,Defenders,Elimination
2Bind,19,"""11-8""",GE,Attackers,Elimination
2Bind,20,"""12-8""",NS,Defenders,Defuse
2Bind,21,"""13-8""",NS,Defenders,Defuse
2Bind,22,"""""",,,
2Bind,23,"""""",,,
2Bind,24,"""""",,,
