,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,2 Round 1 Munchkin Foxy9 Round 2 t3xture Ash,1 Round 14 Karon t3xture Ash,,,,,,,,53,1,0
Kushy RRQ,,,2 Round 3 Munchkin Ash Karon Round 9 Foxy9 t3xture Ash,,,,1 Round 9 Munchkin Ash,,,,35,2,0
xffero RRQ,,1 Round 5 t3xture Ash,,,,,,,,,23,0,0
Monyet RRQ,,2 Round 2 Karon Foxy9 Round 3 Foxy9 t3xture,1 Round 18 Munchkin Foxy9 Karon,,,,,,,,44,0,0
Jemkin RRQ,,3 Round 13 Foxy9 Karon Round 14 Foxy9 Munchkin Round 15 t3xture Foxy9,1 Round 19 Foxy9 Munchkin t3xture,,,,,,,,45,0,0
Munchkin GEN,,7 Round 1 Jemkin Kushy Round 2 Monyet crazyguy Round 7 Kushy Monyet Round 8 Monyet xffero Round 9 xffero Kushy Munchkin Round 11 Monyet crazyguy Round 16 Monyet xffero,2 Round 6 Jemkin Kushy crazyguy Round 12 Monyet Jemkin xffero,,,,1 Round 2 Monyet crazyguy,,,,82,0,1
t3xture GEN,,2 Round 5 Kushy Jemkin Round 8 Kushy Jemkin,2 Round 7 xffero crazyguy Jemkin Round 19 Kushy xffero crazyguy,,,,,,,,54,0,0
Foxy9 GEN,,3 Round 1 xffero Monyet Round 13 crazyguy Monyet Round 16 Jemkin crazyguy,,,,,,,,,53,0,0
Ash GEN,,3 Round 2 xffero Kushy Round 4 xffero crazyguy Round 9 crazyguy Monyet,,,,,,,,,56,2,0
Karon GEN,,3 Round 4 Kushy Monyet Round 5 xffero crazyguy Round 10 Kushy Monyet,1 Round 11 Jemkin Kushy xffero,,,,,,,,67,1,0
