,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 11 Karon Foxy9,1 Round 6 Foxy9 t3xture Munchkin,,,,,,,,38,1,0
Kushy RRQ,,2 Round 5 Munchkin Foxy9 Round 6 Karon Ash,1 Round 13 Ash Foxy9 Karon,1 Round 15 t3xture Karon Ash Munchkin,,,1 Round 13 Karon Foxy9,,,,64,4,3
xffero RRQ,,1 Round 12 Ash t3xture,2 Round 7 Foxy9 Munchkin Ash Round 16 Ash t3xture Foxy9,,,1 Round 7 Ash,,,,,43,0,1
Monyet RRQ,,5 Round 2 Karon t3xture Round 7 Karon t3xture Round 12 Munchkin Karon Round 14 Foxy9 t3xture Round 18 Foxy9 t3xture,3 Round 8 Munchkin Foxy9 Karon Round 17 Ash Karon t3xture Round 19 Foxy9 t3xture Ash,,,,,,,,82,2,0
Jemkin RRQ,,4 Round 5 t3xture Karon Round 10 t3xture Karon Round 14 Munchkin Karon Round 18 Karon Ash,1 Round 1 Munchkin Ash Foxy9,,,,,,,,71,0,1
Munchkin GEN,,1 Round 15 Jemkin Monyet,,1 Round 11 xffero crazyguy Kushy Monyet,,,,1 Round 11 Monyet Kushy crazyguy,,,59,2,0
t3xture GEN,,3 Round 3 Monyet Kushy Round 4 crazyguy Monyet Round 9 Kushy Monyet,,,,,,,,,32,0,0
Foxy9 GEN,,3 Round 2 xffero crazyguy Round 13 xffero Monyet Round 17 Jemkin Kushy,,,,1 Round 12 xffero,,,,,42,2,1
Ash GEN,,1 Round 6 xffero Monyet,1 Round 3 xffero Jemkin crazyguy,,,,,,,,55,3,0
Karon GEN,,1 Round 17 xffero crazyguy,,,,,,,,,35,3,0
