,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 7 Foxy9 Karon,,,,,,,,,35,2,0
Kushy RRQ,,2 Round 11 Munchkin Foxy9 Round 14 Ash t3xture,1 Round 16 Munchkin t3xture Foxy9,,,,,,,,38,0,2
xffero RRQ,,3 Round 2 t3xture Foxy9 Round 13 Karon t3xture Round 23 Foxy9 Munchkin,1 Round 20 t3xture Ash Karon,,,,,,,,59,1,1
Monyet RRQ,,3 Round 3 Foxy9 Munchkin Round 19 t3xture Foxy9 Round 23 t3xture Karon,3 Round 11 t3xture Karon Ash Round 15 Munchkin Ash Foxy9 Round 17 Karon t3xture Ash,1 Round 8 Ash Foxy9 Karon Munchkin,,,,,,,69,1,1
Jemkin RRQ,,1 Round 9 Munchkin Karon,1 Round 24 t3xture Foxy9 Karon,,,,,,,,47,0,2
Munchkin GEN,,2 Round 4 crazyguy Monyet Round 12 Jemkin xffero,1 Round 1 xffero Kushy crazyguy,,,,,,,,41,1,0
t3xture GEN,,2 Round 13 Jemkin Kushy Round 16 Jemkin Monyet,2 Round 4 Jemkin Kushy xffero Round 9 Jemkin Kushy xffero,,,,,,,,39,0,0
Foxy9 GEN,,2 Round 1 Monyet Jemkin Round 17 crazyguy Jemkin,,1 Round 2 Monyet Jemkin Kushy crazyguy,,,,,,,49,1,0
Ash GEN,,2 Round 3 Jemkin xffero Round 24 Jemkin Monyet,1 Round 5 Kushy xffero Jemkin,,,,,,,,46,2,0
Karon GEN,,1 Round 3 crazyguy Kushy,,1 Round 10 xffero crazyguy Kushy Jemkin,,,,1 Round 3 Monyet Kushy crazyguy,,,42,5,0
