Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Filu,MKOI,Map_2_2Icebox,All,Iso,0.98,256,17,20,3,-3,55%,162,33%,3,2,+1
soulcas,MKOI,Map_2_2Icebox,All,Tejo,0.94,186,14,17,6,-3,68%,143,37%,0,0,0
flyuh,MKOI,Map_2_2Icebox,All,Sova,0.76,196,15,20,2,-5,68%,120,41%,1,5,-4
sheydos,MKOI,Map_2_2Icebox,All,Killjoy,0.67,151,10,17,2,-7,55%,115,28%,1,5,-4
grubinho,MKOI,Map_2_2Icebox,All,Viper,0.53,110,8,19,6,-11,55%,73,29%,1,4,-3
LewN,BBL,Map_2_2Icebox,All,Jett,1.50,332,26,14,5,+12,82%,211,31%,5,1,+4
sociablEE,BBL,Map_2_2Icebox,All,Tejo,1.40,233,22,11,1,+11,77%,142,24%,3,1,+2
PROFEK,BBL,Map_2_2Icebox,All,Viper,1.11,252,20,16,3,+4,86%,169,38%,3,0,+3
Jamppi,BBL,Map_2_2Icebox,All,Kayo,0.92,155,12,11,9,+1,64%,97,25%,2,1,+1
MAGNUM,BBL,Map_2_2Icebox,All,Killjoy,0.82,158,13,12,2,+1,68%,105,22%,3,3,0
Filu,MKOI,Map_2_2Icebox,Attack,Iso,0.63,179,6,11,2,-5,42%,117,24%,1,2,-1
soulcas,MKOI,Map_2_2Icebox,Attack,Tejo,1.19,235,10,9,3,+1,67%,190,52%,0,0,0
flyuh,MKOI,Map_2_2Icebox,Attack,Sova,0.85,215,8,10,2,-2,67%,129,37%,0,3,-3
sheydos,MKOI,Map_2_2Icebox,Attack,Killjoy,0.55,130,5,8,1,-3,58%,90,22%,0,3,-3
grubinho,MKOI,Map_2_2Icebox,Attack,Viper,0.51,90,4,10,3,-6,58%,48,50%,1,2,-1
LewN,BBL,Map_2_2Icebox,Attack,Jett,1.80,431,15,7,4,+8,80%,278,35%,3,1,+2
sociablEE,BBL,Map_2_2Icebox,Attack,Tejo,1.29,202,9,6,1,+3,80%,112,22%,1,1,0
PROFEK,BBL,Map_2_2Icebox,Attack,Viper,0.69,201,7,8,2,-1,90%,117,17%,1,0,+1
Jamppi,BBL,Map_2_2Icebox,Attack,Kayo,1.28,192,7,4,5,+3,70%,133,25%,0,1,-1
MAGNUM,BBL,Map_2_2Icebox,Attack,Killjoy,0.78,177,7,6,0,+1,70%,111,23%,1,1,0
Filu,MKOI,Map_2_2Icebox,Defend,Iso,1.40,349,11,9,1,+2,70%,217,42%,2,0,+2
soulcas,MKOI,Map_2_2Icebox,Defend,Tejo,0.64,129,4,8,3,-4,70%,87,13%,0,0,0
flyuh,MKOI,Map_2_2Icebox,Defend,Sova,0.65,176,7,10,0,-3,70%,109,50%,1,2,-1
sheydos,MKOI,Map_2_2Icebox,Defend,Killjoy,0.81,177,5,9,1,-4,50%,145,31%,1,2,-1
grubinho,MKOI,Map_2_2Icebox,Defend,Viper,0.55,136,4,9,3,-5,50%,102,22%,0,2,-2
LewN,BBL,Map_2_2Icebox,Defend,Jett,1.24,251,11,7,1,+4,83%,156,26%,2,0,+2
sociablEE,BBL,Map_2_2Icebox,Defend,Tejo,1.49,260,13,5,0,+8,75%,166,26%,2,0,+2
PROFEK,BBL,Map_2_2Icebox,Defend,Viper,1.46,295,13,8,1,+5,83%,213,54%,2,0,+2
Jamppi,BBL,Map_2_2Icebox,Defend,Kayo,0.61,125,5,7,4,-2,58%,66,25%,2,0,+2
MAGNUM,BBL,Map_2_2Icebox,Defend,Killjoy,0.85,144,6,6,2,0,67%,99,21%,2,2,0
