,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,,,,,,,,,,17,0,0
Virtyy LOUD,,2 Round 3 keznit Dantedeu5 Round 9 Mazino Melser,,,,,,,,,57,0,0
RobbieBk LOUD,,2 Round 2 keznit Mazino Round 11 Mazino Shyy,,,,,,,,,62,0,1
cauanzin LOUD,,3 Round 9 Dantedeu5 Shyy Round 10 Dantedeu5 Mazino Round 11 Dantedeu5 keznit,,,,,,,,,53,2,0
lukxo LOUD,,1 Round 10 Shyy keznit,1 Round 12 Melser keznit Mazino,,,,,,,,39,0,0
Melser KRÜ,,1 Round 16 pANcada lukxo,1 Round 3 Virtyy RobbieBk lukxo,,,,,,,,35,3,1
keznit KRÜ,,4 Round 4 cauanzin Virtyy Round 6 pANcada cauanzin Round 7 cauanzin lukxo Round 16 Virtyy cauanzin,2 Round 8 pANcada lukxo RobbieBk Round 14 Virtyy lukxo pANcada,,,,,,,,85,0,0
Mazino KRÜ,,3 Round 3 cauanzin pANcada Round 13 lukxo pANcada Round 17 Virtyy lukxo,2 Round 1 Virtyy cauanzin lukxo Round 15 pANcada cauanzin lukxo,,,1 Round 3 pANcada,,,,,61,5,1
Shyy KRÜ,,2 Round 4 RobbieBk lukxo Round 13 Virtyy cauanzin,,,,,,,,,29,0,0
Dantedeu5 KRÜ,,3 Round 5 pANcada cauanzin Round 6 lukxo RobbieBk Round 15 Virtyy RobbieBk,1 Round 2 Virtyy pANcada RobbieBk,,,,,,,,48,1,0
