,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,4 Round 2 keznit mta Round 7 keznit heat Round 9 Shyy heat Round 12 mta Shyy,1 Round 20 keznit mta heat,,,,,,,,53,4,0
Chronicle FNC,,1 Round 18 Melser mta,,,,1 Round 9 keznit,,,,,70,3,0
Derke FNC,,3 Round 6 Shyy Melser Round 10 Shyy keznit Round 16 keznit heat,3 Round 1 keznit mta Shyy Round 13 keznit mta heat Round 17 keznit heat mta,,,1 Round 13 Shyy,,,,,60,2,1
Alfajer FNC,,5 Round 1 heat Melser Round 9 mta Melser Round 18 heat keznit Round 19 keznit mta Round 22 mta Melser,,,,,,,,,55,0,1
hiro FNC,,1 Round 22 Shyy heat,1 Round 11 heat keznit mta,,,,,,,,34,0,0
Melser KRÜ,,2 Round 8 hiro Boaster Round 21 Boaster hiro,1 Round 15 Derke Chronicle Boaster,,,,,,,,37,3,0
keznit KRÜ,,2 Round 4 Boaster Chronicle Round 10 Boaster Chronicle,2 Round 9 Derke Boaster Alfajer Round 20 Derke Alfajer Chronicle,,,,,,,,49,2,0
heat KRÜ,,,1 Round 3 Derke Chronicle hiro,,,,,,,,34,2,1
Shyy KRÜ,,5 Round 4 Derke hiro Round 8 Alfajer Derke Round 11 Boaster Alfajer Round 13 Chronicle Derke Shyy Round 15 hiro Alfajer,,,,1 Round 20 Boaster,,,,,46,0,1
mta KRÜ,,3 Round 6 Boaster hiro Round 7 Alfajer Chronicle Round 22 hiro Boaster,,,,,,,,,42,1,0
