,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,1 Round 15 heat Shyy,,,,,,,,,25,0,0
Chronicle FNC,,1 Round 7 mta heat,1 Round 5 mta keznit Shyy,1 Round 17 keznit Shyy heat mta,,,1 Round 17 mta heat,,,,60,2,0
Derke FNC,,4 Round 4 Melser heat Round 6 mta heat Round 9 mta heat Round 13 Melser heat,5 Round 1 Melser mta Shyy Round 3 keznit Shyy mta Round 7 Shyy Melser keznit Round 10 keznit heat mta Round 14 Melser mta heat,,,3 Round 2 heat Round 5 heat Round 13 Shyy,,,,,96,0,1
Alfajer FNC,,,,,,,,,,,32,1,2
hiro FNC,,7 Round 2 Shyy keznit Round 3 heat Melser Round 8 Melser mta Round 9 Shyy keznit Round 13 keznit mta Round 14 keznit Shyy Round 18 mta Shyy,,,,,,,,,54,2,1
Melser KRÜ,,2 Round 11 hiro Chronicle Round 17 Alfajer Boaster,,,,,,,,,54,2,0
keznit KRÜ,,3 Round 2 Boaster Alfajer Round 4 Derke Boaster Round 5 hiro Alfajer,,,,,,,,,74,3,0
heat KRÜ,,2 Round 5 Boaster Chronicle Round 8 Derke Chronicle,,,,,,,,,42,1,0
Shyy KRÜ,,2 Round 12 Chronicle Boaster Round 13 Chronicle Derke Shyy,1 Round 4 Chronicle Alfajer hiro,,,,,,,,60,0,0
mta KRÜ,,3 Round 1 hiro Boaster Round 3 Chronicle Boaster Round 8 Alfajer Boaster,,,,,,,,,45,2,0
