,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boaster FNC,,6 Round 3 heat Melser Round 10 keznit mta Round 11 Shyy mta Round 16 heat keznit Round 19 keznit Shyy Round 22 Shyy heat,,,,1 Round 5 Melser,,,,,56,1,1
Chronicle FNC,,1 Round 18 Melser keznit,3 Round 8 keznit mta Shyy Round 12 keznit Shyy Melser Round 13 Shyy heat keznit,2 Round 5 keznit mta heat Shyy Round 21 Melser keznit mta heat,,,,,,,77,1,0
Derke FNC,,4 Round 7 heat Melser Round 8 Melser heat Round 9 keznit mta Round 11 heat Melser,,,,,,,,,49,1,0
Alfajer FNC,,6 Round 10 Melser Shyy Round 15 mta heat Round 18 mta Derke Round 20 mta keznit Round 23 Shyy heat Round 24 mta keznit,,,,,1 Round 16 Melser Shyy,,,,64,6,0
hiro FNC,,4 Round 1 keznit Shyy Round 3 keznit mta Round 7 Shyy keznit Round 19 Melser heat,1 Round 23 Melser mta keznit,,,,,,,,64,0,0
Melser KRÜ,,2 Round 2 hiro Alfajer Round 5 Derke Chronicle,1 Round 9 Chronicle hiro Boaster,,,,,1 Round 9 Boaster hiro Chronicle,,,38,4,1
keznit KRÜ,,5 Round 1 Alfajer Chronicle Round 4 Chronicle Derke Round 5 Alfajer hiro Round 13 Derke Alfajer Round 22 Alfajer Boaster,1 Round 15 Chronicle Boaster Alfajer,1 Round 12 hiro Boaster Alfajer Derke,,1 Round 13 Chronicle,,,,,64,0,0
heat KRÜ,,4 Round 1 Derke hiro Round 2 Derke Boaster Round 18 hiro Chronicle Round 24 Derke Chronicle,1 Round 14 Chronicle Alfajer hiro,,,1 Round 1 hiro,,,,,41,0,0
Shyy KRÜ,,1 Round 6 Chronicle Alfajer,1 Round 3 Alfajer Derke hiro Shyy,1 Round 16 Chronicle hiro Boaster Alfajer Shyy,,1 Round 3 Boaster,,,,,59,0,0
mta KRÜ,,1 Round 6 hiro Boaster,,1 Round 7 Boaster Chronicle hiro Derke,,,1 Round 7 Derke hiro,,,,30,5,0
