Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
yosemite,BLG,Map_2_2Bind,All,Viper,,250,18,11,6,+7,,161,29%,1,2,-1
nephh,BLG,Map_2_2Bind,All,Skye,,228,15,15,10,0,,160,29%,4,0,+4
whzy,BLG,Map_2_2Bind,All,Raze,,216,15,15,6,0,,153,10%,4,1,+3
Flex1n,BLG,Map_2_2Bind,All,Brimstone,,206,17,14,15,+3,,111,19%,3,1,+2
Knight,BLG,Map_2_2Bind,All,Cypher,,187,13,15,5,-2,,125,23%,1,3,-2
Yuicaw,WOL,Map_2_2Bind,All,Brimstone,,297,22,16,6,+6,,187,35%,2,1,+1
Spring,WOL,Map_2_2Bind,All,Raze,,202,12,16,7,-4,,144,26%,3,9,-6
pl1xx,WOL,Map_2_2Bind,All,Fade,,187,12,17,6,-5,,127,23%,0,1,-1
balua,WOL,Map_2_2Bind,All,Viper,,175,11,15,4,-4,,116,21%,2,2,0
SiuFatBB,WOL,Map_2_2Bind,All,Gekko,,146,12,14,5,-2,,105,29%,0,0,0
yosemite,BLG,Map_2_2Bind,Attack,Viper,,,,,,,
nephh,BLG,Map_2_2Bind,Attack,Skye,,,,,,,
whzy,BLG,Map_2_2Bind,Attack,Raze,,,,,,,
Flex1n,BLG,Map_2_2Bind,Attack,Brimstone,,,,,,,
Knight,BLG,Map_2_2Bind,Attack,Cypher,,,,,,,
Yuicaw,WOL,Map_2_2Bind,Attack,Brimstone,,,,,,,
Spring,WOL,Map_2_2Bind,Attack,Raze,,,,,,,
pl1xx,WOL,Map_2_2Bind,Attack,Fade,,,,,,,
balua,WOL,Map_2_2Bind,Attack,Viper,,,,,,,
SiuFatBB,WOL,Map_2_2Bind,Attack,Gekko,,,,,,,
yosemite,BLG,Map_2_2Bind,Defend,Viper,,,,,,,
nephh,BLG,Map_2_2Bind,Defend,Skye,,,,,,,
whzy,BLG,Map_2_2Bind,Defend,Raze,,,,,,,
Flex1n,BLG,Map_2_2Bind,Defend,Brimstone,,,,,,,
Knight,BLG,Map_2_2Bind,Defend,Cypher,,,,,,,
Yuicaw,WOL,Map_2_2Bind,Defend,Brimstone,,,,,,,
Spring,WOL,Map_2_2Bind,Defend,Raze,,,,,,,
pl1xx,WOL,Map_2_2Bind,Defend,Fade,,,,,,,
balua,WOL,Map_2_2Bind,Defend,Viper,,,,,,,
SiuFatBB,WOL,Map_2_2Bind,Defend,Gekko,,,,,,,
