,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,1 Round 17 Foxy9 Munchkin,,,,,,,,,23,3,0
MaKo DRX,,4 Round 9 Munchkin Foxy9 Round 11 Foxy9 Karon Round 16 t3xture Munchkin Round 17 t3xture Ash,2 Round 4 Foxy9 t3xture Ash Round 7 Munchkin t3xture Karon,,,,,,,,74,3,0
Estrella DRX,,3 Round 10 Karon t3xture Round 13 Munchkin t3xture Round 20 Ash Foxy9,,,,1 Round 19 Ash,,,,,39,1,0
HYUNMIN DRX,,1 Round 13 Ash Foxy9,,,,,,,,,37,0,0
Flashback DRX,,3 Round 6 Munchkin Karon Round 9 t3xture Karon Round 14 Foxy9 Munchkin,2 Round 12 Ash Foxy9 Munchkin Round 19 Foxy9 Munchkin Karon,,,,,,,,61,1,1
Munchkin GEN,,1 Round 11 Flashback MaKo,2 Round 2 free1ng MaKo Flashback Round 6 MaKo HYUNMIN Estrella,,,,,,,,50,0,0
t3xture GEN,,1 Round 12 free1ng HYUNMIN,2 Round 18 HYUNMIN Estrella free1ng Round 21 HYUNMIN Flashback Estrella,,,,,,,,69,0,1
Foxy9 GEN,,3 Round 10 HYUNMIN Flashback Round 18 MaKo Flashback Round 19 HYUNMIN free1ng,,,,,,,,,47,0,0
Ash GEN,,2 Round 10 Estrella free1ng Round 19 MaKo Flashback,,,,1 Round 9 Flashback,,,,,66,8,1
Karon GEN,,5 Round 1 HYUNMIN Estrella Round 7 HYUNMIN Flashback Round 9 MaKo HYUNMIN Round 16 Estrella MaKo Round 20 Flashback free1ng,1 Round 11 Estrella HYUNMIN free1ng,,,1 Round 12 Flashback,,,,,34,2,1
