,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,3 Round 1 brawk Ethan Round 11 mada Ethan Round 20 s0m Ethan,,,,,,,,,57,0,2
eeiu 100T,,2 Round 12 brawk s0m Round 23 s0m mada,,1 Round 9 mada skuba s0m Ethan,,,,,,,34,1,0
Cryocells 100T,,1 Round 5 mada Ethan,3 Round 8 skuba Ethan mada Round 17 Ethan mada s0m Round 21 s0m brawk mada,,,,,,,,54,0,1
zander 100T,,4 Round 1 skuba mada Round 6 brawk skuba Round 7 Ethan brawk Round 23 Ethan brawk,1 Round 10 mada Ethan skuba,,,,1 Round 6 brawk skuba,,,,46,1,1
Kess 100T,,4 Round 6 mada s0m Round 11 s0m brawk Round 14 mada brawk Round 16 Ethan brawk,1 Round 22 mada s0m skuba,,,1 Round 17 skuba,,,,,63,2,0
brawk NRG,,2 Round 6 Cryocells Asuna Round 16 eeiu Asuna,,,,,,,,,37,2,0
s0m NRG,,2 Round 17 eeiu zander Round 22 Cryocells Asuna,1 Round 14 eeiu Cryocells Kess,,,1 Round 8 Cryocells,,,,,48,0,0
mada NRG,,,2 Round 8 eeiu Kess zander Round 13 Asuna Cryocells eeiu,,,,,,,,44,0,1
skuba NRG,,1 Round 16 Kess zander,2 Round 18 Asuna Cryocells zander Round 19 Cryocells eeiu Asuna,,,,,,,,67,2,0
Ethan NRG,,2 Round 3 Cryocells eeiu Round 21 zander Cryocells,2 Round 11 Cryocells eeiu Kess Round 15 Cryocells Asuna Kess,,,,,,,,50,3,0
