,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Asuna 100T,,1 Round 17 mada Ethan,1 Round 12 mada skuba s0m,1 Round 6 Ethan mada brawk skuba,,,,,,,63,0,1
eeiu 100T,,4 Round 5 brawk mada Round 8 mada brawk Round 10 s0m mada Round 17 skuba brawk,1 Round 4 s0m Ethan brawk,1 Round 9 skuba s0m mada brawk,,1 Round 17 brawk,,,,,89,0,1
Cryocells 100T,,4 Round 1 mada Ethan Round 2 s0m mada Round 8 s0m Ethan Round 10 Ethan brawk,,,,,,,,,45,0,0
zander 100T,,3 Round 11 s0m skuba Round 12 Ethan brawk Round 15 mada brawk,1 Round 7 mada brawk skuba,1 Round 16 brawk skuba s0m Ethan,,,,,,,79,2,0
Kess 100T,,2 Round 2 brawk skuba Round 13 brawk Ethan,,,1 Round 3 mada skuba Ethan s0m brawk,,,,,,66,1,0
brawk NRG,,2 Round 1 Cryocells zander Round 9 Asuna Kess,1 Round 14 Kess Cryocells eeiu,,,,,,,,67,2,0
s0m NRG,,,,,,,,,,,26,0,0
mada NRG,,1 Round 12 eeiu Cryocells,1 Round 13 Asuna Cryocells eeiu,,,,,,,,38,0,0
skuba NRG,,1 Round 17 Asuna Cryocells,,1 Round 10 Cryocells Kess eeiu zander,,,2 Round 6 Kess Asuna Round 10 eeiu zander,,,,38,1,0
Ethan NRG,,1 Round 14 Asuna zander,,,,,,,,,44,0,0
