,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,,2 Round 4 Kicks Less trexx Round 10 trexx Kicks Sayf,,,,,,,,93,0,0
BuZz T1,,2 Round 4 Sayf Derke Round 14 Derke Less,1 Round 15 Sayf Kicks trexx,,,,,,,,60,1,1
Sylvan T1,,,1 Round 14 Sayf trexx Kicks,,,,,,,,46,1,1
Meteor T1,,2 Round 13 Derke Less Round 17 Less Kicks,1 Round 6 trexx Sayf Kicks,,,,1 Round 6 Sayf Kicks,,,,42,1,1
iZu T1,,6 Round 2 Less Sayf Round 3 Sayf Kicks Round 11 Derke Less Round 13 Kicks Sayf Round 16 Sayf Less Round 17 Sayf trexx,1 Round 1 Less trexx Sayf,,,,1 Round 1 Sayf trexx,,,,66,1,1
Sayf VIT,,4 Round 1 Meteor stax Round 3 stax Meteor Round 10 iZu Sylvan Round 11 Sylvan Meteor,,,,,,,,,65,0,0
trexx VIT,,2 Round 9 stax Meteor Round 14 Meteor stax,,,,,,,,,68,3,0
Derke VIT,,2 Round 5 iZu BuZz Round 12 Sylvan iZu,,,,,,,,,47,1,0
Less VIT,,,,,,,,,,,19,0,0
Kicks VIT,,,,,,,,,,,28,4,0
