,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crashies FNC,,3 Round 5 hiro Shao Round 6 Ruxic hiro Round 21 hiro ANGE1,,2 Round 1 hiro Ruxic koalanoob ANGE1 crashies Round 7 koalanoob ANGE1 Ruxic hiro,,,,,,,67,3,0
Boaster FNC,,2 Round 2 Shao koalanoob Round 8 koalanoob Shao,1 Round 15 Ruxic koalanoob hiro,,,,,,,,48,2,1
Chronicle FNC,,3 Round 5 koalanoob ANGE1 Round 8 ANGE1 Ruxic Round 23 Ruxic Shao,,,,1 Round 5 ANGE1,,,,,52,3,0
kaajak FNC,,5 Round 19 Ruxic Shao Round 20 Ruxic koalanoob Round 21 koalanoob Ruxic Round 22 koalanoob Ruxic Round 24 hiro Shao,,,,,,,,,35,1,0
Alfajer FNC,,3 Round 6 koalanoob ANGE1 Round 22 ANGE1 Shao Round 23 ANGE1 koalanoob,,,,,,,,,50,1,1
ANGE1 NAVI,,,1 Round 13 Alfajer kaajak Chronicle,,,,,,,,36,3,0
Shao NAVI,,1 Round 4 kaajak Alfajer,1 Round 11 Alfajer kaajak Boaster,,,,,,,,57,4,1
koalanoob NAVI,,6 Round 3 kaajak Alfajer Round 4 Chronicle crashies Round 8 crashies Alfajer Round 9 Chronicle Alfajer Round 13 crashies Boaster Round 24 Chronicle crashies,2 Round 10 kaajak Chronicle Alfajer Round 14 crashies Alfajer Chronicle,,,,,,,,52,0,0
Ruxic NAVI,,3 Round 3 Boaster Chronicle Round 9 kaajak crashies Round 10 crashies Boaster,,,,,,,,,42,0,3
hiro NAVI,,2 Round 5 kaajak Alfajer Round 16 Chronicle crashies,2 Round 12 Alfajer Boaster kaajak Round 17 kaajak Alfajer crashies,,,,,,,,51,0,0
