,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zap 2G,,,1 Round 11 icy NaturE yay,2 Round 13 NaturE icy yay Derrek Round 16 supamen yay NaturE yay,,,,,,,59,1,1
lz 2G,,1 Round 2 NaturE supamen,,,,1 Round 14 yay,,,,,34,6,1
silentzz 2G,,3 Round 7 NaturE supamen Round 15 icy NaturE Round 20 icy NaturE,1 Round 14 icy Derrek supamen,,,,,,,,53,1,0
gobera 2G,,2 Round 9 icy yay Round 15 yay supamen,1 Round 10 yay NaturE Derrek,,,,,,,,56,0,1
Askia 2G,,2 Round 18 supamen NaturE Round 19 yay Derrek,1 Round 8 NaturE supamen yay,1 Round 6 Derrek yay supamen NaturE,,1 Round 6 NaturE,,,,,63,1,0
supamen EG,,4 Round 1 Askia silentzz Round 5 Askia lz Round 6 Zap gobera Round 13 gobera Zap,,,,1 Round 13 Zap,,,,,54,0,1
yay EG,,5 Round 5 Zap silentzz Round 9 silentzz lz Round 18 Askia gobera Round 20 Zap gobera Round 21 lz Zap,1 Round 14 Askia gobera silentzz,,,1 Round 20 gobera,,,,,64,2,0
Derrek EG,,2 Round 4 Askia Zap Round 12 gobera lz,1 Round 3 gobera Askia Zap,,,,,,,,51,2,0
NaturE EG,,6 Round 1 gobera Zap Round 6 silentzz lz Round 12 Askia silentzz Round 13 lz silentzz Round 17 silentzz Zap Round 19 lz Askia,1 Round 18 silentzz Zap lz,,,1 Round 9 gobera,,,,,46,5,2
icy EG,,3 Round 2 Zap lz Round 4 lz gobera Round 17 Askia lz,,1 Round 16 silentzz Zap lz gobera,,,,,,,51,0,1
