,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zap 2G,,4 Round 1 NaturE icy Round 4 icy NaturE Round 20 NaturE Derrek Round 23 icy NaturE,1 Round 21 icy Derrek supamen,,,1 Round 1 icy,1 Round 21 Derrek supamen,,,,56,2,1
lz 2G,,3 Round 6 supamen Derrek Round 12 icy supamen Round 18 icy supamen,1 Round 19 icy supamen yay,,,,,,,,40,7,0
silentzz 2G,,1 Round 15 icy Derrek,3 Round 13 supamen icy NaturE Round 16 supamen yay icy Round 22 yay NaturE Derrek,,,,,,,,40,1,0
gobera 2G,,6 Round 2 icy yay Round 8 icy yay Round 10 Derrek NaturE Round 11 icy supamen Round 15 NaturE yay Round 24 icy Derrek,,,,,,,,,62,0,1
Askia 2G,,6 Round 5 supamen icy Round 9 icy Derrek Round 10 icy yay Round 17 icy supamen Round 18 Derrek NaturE Round 21 yay NaturE,,,,,1 Round 5 icy supamen,,,,62,0,1
supamen EG,,4 Round 3 Askia Zap Round 5 Zap lz Round 21 silentzz Askia Round 24 gobera Zap,,,,1 Round 24 Zap,,,,,47,2,1
yay EG,,2 Round 9 lz gobera Round 20 gobera silentzz,1 Round 23 silentzz Askia lz,1 Round 11 Askia silentzz lz Zap,1 Round 14 silentzz Askia Zap gobera lz,2 Round 11 Zap Round 23 lz,,,,,72,0,1
Derrek EG,,2 Round 12 Askia Zap Round 16 silentzz gobera,,,,1 Round 13 silentzz,,,,,45,2,0
NaturE EG,,5 Round 12 silentzz lz Round 13 Zap gobera Round 18 Zap silentzz Round 19 Askia lz Round 24 silentzz Askia,,1 Round 6 Zap gobera silentzz lz,,1 Round 2 gobera,,,,,53,5,0
icy EG,,6 Round 1 Askia silentzz Round 2 Askia silentzz Round 5 gobera silentzz Round 7 lz silentzz Round 9 silentzz Zap Round 13 Askia lz,,,,,1 Round 20 lz Zap,,,,47,1,1
