Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
stew,JDG,Map_2_2Lotus,All,Raze,2.16,407,25,6,8,+19,100%,299,43%,2,0,+2
Z1yan,JDG,Map_2_2Lotus,All,Vyse,1.31,255,16,9,5,+7,88%,166,62%,4,1,+3
kklin,JDG,Map_2_2Lotus,All,Viper,1.22,259,17,10,2,+7,76%,155,26%,5,3,+2
jkuro,JDG,Map_2_2Lotus,All,Omen,1.04,183,12,10,8,+2,100%,123,41%,2,0,+2
Babyblue,JDG,Map_2_2Lotus,All,Fade,0.78,103,8,8,3,0,76%,80,30%,0,0,0
FengF,TE,Map_2_2Lotus,All,Viper,1.27,235,14,14,1,0,47%,150,24%,2,4,-2
MarT1n,TE,Map_2_2Lotus,All,Deadlock,0.66,148,8,15,2,-7,41%,102,45%,0,2,-2
Biank,TE,Map_2_2Lotus,All,Fade,0.64,146,9,16,3,-7,71%,110,31%,0,1,-1
Kai,TE,Map_2_2Lotus,All,Yoru,0.55,152,8,16,2,-8,35%,100,29%,1,4,-3
LuoK1ng,TE,Map_2_2Lotus,All,Omen,0.39,97,4,17,5,-13,53%,77,33%,1,2,-1
stew,JDG,Map_2_2Lotus,Attack,Raze,2.21,460,21,4,3,+17,100%,310,44%,2,0,+2
Z1yan,JDG,Map_2_2Lotus,Attack,Vyse,1.19,224,10,5,2,+5,83%,143,56%,2,1,+1
kklin,JDG,Map_2_2Lotus,Attack,Viper,0.96,258,11,7,1,+4,67%,150,32%,4,3,+1
jkuro,JDG,Map_2_2Lotus,Attack,Omen,0.82,161,7,7,4,0,100%,112,56%,0,0,0
Babyblue,JDG,Map_2_2Lotus,Attack,Fade,0.79,76,4,4,2,0,83%,65,63%,0,0,0
FengF,TE,Map_2_2Lotus,Attack,Viper,0.54,235,4,5,0,-1,40%,125,33%,0,2,-2
MarT1n,TE,Map_2_2Lotus,Attack,Deadlock,0.17,88,1,5,2,-4,60%,66,50%,0,1,-1
Biank,TE,Map_2_2Lotus,Attack,Fade,1.01,252,5,5,1,0,100%,210,40%,0,0,0
Kai,TE,Map_2_2Lotus,Attack,Yoru,0.84,275,5,5,1,0,60%,146,31%,0,1,-1
LuoK1ng,TE,Map_2_2Lotus,Attack,Omen,0.23,108,1,5,2,-4,60%,89,25%,0,1,-1
stew,JDG,Map_2_2Lotus,Defend,Raze,2.03,280,4,2,5,+2,100%,273,38%,0,0,0
Z1yan,JDG,Map_2_2Lotus,Defend,Vyse,1.58,329,6,4,3,+2,100%,221,73%,2,0,+2
kklin,JDG,Map_2_2Lotus,Defend,Viper,1.83,261,6,3,1,+3,100%,167,19%,1,0,+1
jkuro,JDG,Map_2_2Lotus,Defend,Omen,1.56,236,5,3,4,+2,100%,149,23%,2,0,+2
Babyblue,JDG,Map_2_2Lotus,Defend,Fade,0.75,168,4,4,1,0,60%,116,13%,0,0,0
FengF,TE,Map_2_2Lotus,Defend,Viper,1.57,235,10,9,1,+1,50%,160,21%,2,2,0
MarT1n,TE,Map_2_2Lotus,Defend,Deadlock,0.87,173,7,10,0,-3,33%,117,44%,0,1,-1
Biank,TE,Map_2_2Lotus,Defend,Fade,0.48,102,4,11,2,-7,58%,68,24%,0,1,-1
Kai,TE,Map_2_2Lotus,Defend,Yoru,0.42,101,3,11,1,-8,25%,81,27%,1,3,-2
LuoK1ng,TE,Map_2_2Lotus,Defend,Omen,0.45,92,3,12,3,-9,50%,72,42%,1,1,0
