Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
sociablEE,BBL,Map_1_1Ascent,All,Tejo,0.97,199,11,14,0,-3,47%,129,20%,2,2,0
Jamppi,BBL,Map_1_1Ascent,All,Kayo,0.77,137,6,12,7,-6,60%,95,30%,0,1,-1
MAGNUM,BBL,Map_1_1Ascent,All,Fade,0.69,169,8,14,4,-6,47%,112,32%,1,2,-1
PROFEK,BBL,Map_1_1Ascent,All,Omen,0.23,82,2,15,2,-13,20%,62,17%,1,1,0
LewN,BBL,Map_1_1Ascent,All,Jett,0.06,73,2,15,3,-13,27%,64,10%,0,5,-5
Flickless,GX,Map_1_1Ascent,All,Kayo,1.85,309,16,5,10,+11,80%,184,30%,3,0,+3
westside,GX,Map_1_1Ascent,All,Cypher,1.79,275,18,4,3,+14,87%,195,46%,1,0,+1
grubinho,GX,Map_1_1Ascent,All,Omen,1.46,226,13,5,10,+8,100%,139,41%,0,1,-1
ara,GX,Map_1_1Ascent,All,Jett,1.30,287,15,9,4,+6,73%,193,17%,5,3,+2
Cloud,GX,Map_1_1Ascent,All,Sova,1.15,165,8,6,8,+2,87%,109,32%,2,0,+2
sociablEE,BBL,Map_1_1Ascent,Attack,Tejo,0.92,178,8,11,0,-3,50%,118,19%,2,1,+1
Jamppi,BBL,Map_1_1Ascent,Attack,Kayo,0.86,150,5,9,7,-4,67%,101,29%,0,1,-1
MAGNUM,BBL,Map_1_1Ascent,Attack,Fade,0.86,195,8,11,2,-3,50%,125,32%,1,2,-1
PROFEK,BBL,Map_1_1Ascent,Attack,Omen,0.25,84,2,12,2,-10,25%,59,16%,1,0,+1
LewN,BBL,Map_1_1Ascent,Attack,Jett,0.10,83,2,12,2,-10,25%,71,11%,0,4,-4
Flickless,GX,Map_1_1Ascent,Attack,Kayo,1.27,176,2,1,1,+1,67%,89,67%,1,0,+1
westside,GX,Map_1_1Ascent,Attack,Cypher,2.71,357,5,0,0,+5,100%,218,33%,0,0,0
grubinho,GX,Map_1_1Ascent,Attack,Omen,1.79,331,4,1,3,+3,100%,209,33%,0,0,0
ara,GX,Map_1_1Ascent,Attack,Jett,1.58,269,2,1,3,+1,100%,200,11%,1,0,+1
Cloud,GX,Map_1_1Ascent,Attack,Sova,1.14,140,2,1,0,+1,100%,56,25%,1,0,+1
sociablEE,BBL,Map_1_1Ascent,Defend,Tejo,1.16,286,3,3,0,0,33%,174,22%,0,1,-1
Jamppi,BBL,Map_1_1Ascent,Defend,Kayo,0.42,90,1,3,0,-2,33%,72,33%,0,0,0
MAGNUM,BBL,Map_1_1Ascent,Defend,Fade,0.03,66,0,3,2,-3,33%,58,33%,0,0,0
PROFEK,BBL,Map_1_1Ascent,Defend,Omen,0.13,75,0,3,0,-3,,75,25%,0,1,-1
LewN,BBL,Map_1_1Ascent,Defend,Jett,0.02,33,0,3,1,-3,33%,33,0%,0,1,-1
Flickless,GX,Map_1_1Ascent,Defend,Kayo,1.99,342,14,4,9,+10,83%,208,28%,2,0,+2
westside,GX,Map_1_1Ascent,Defend,Cypher,1.56,255,13,4,3,+9,83%,190,50%,1,0,+1
grubinho,GX,Map_1_1Ascent,Defend,Omen,1.38,201,9,4,7,+5,100%,121,45%,0,1,-1
ara,GX,Map_1_1Ascent,Defend,Jett,1.23,292,13,8,1,+5,67%,191,18%,4,3,+1
Cloud,GX,Map_1_1Ascent,Defend,Sova,1.15,172,6,5,8,+1,83%,122,33%,1,0,+1
