Player,Team,Map,Side,Agents,R2.0,ACS,K,D,A,K/D,KAST,ADR,HS%,FK,FD,FK/FD
Jamppi,BBL,Map_3_3Bind,All,Fade,0.86,143,9,14,2,-5,47%,99,31%,0,1,-1
LewN,BBL,Map_3_3Bind,All,Iso,0.81,197,12,16,2,-4,47%,137,38%,0,5,-5
MAGNUM,BBL,Map_3_3Bind,All,Viper,0.73,150,10,15,1,-5,53%,100,27%,0,4,-4
PROFEK,BBL,Map_3_3Bind,All,Brimstone,0.63,113,7,17,0,-10,47%,96,20%,0,1,-1
sociablEE,BBL,Map_3_3Bind,All,Yoru,0.41,118,8,18,1,-10,53%,79,42%,3,5,-2
ara,GX,Map_3_3Bind,All,Raze,1.57,316,20,9,6,+11,84%,202,28%,5,0,+5
grubinho,GX,Map_3_3Bind,All,Astra,1.45,196,15,7,9,+8,95%,136,31%,3,0,+3
Flickless,GX,Map_3_3Bind,All,Viper,1.27,227,15,10,12,+5,84%,160,29%,4,0,+4
Cloud,GX,Map_3_3Bind,All,Gekko,1.07,169,13,9,3,+4,89%,109,24%,2,1,+1
westside,GX,Map_3_3Bind,All,Deadlock,1.06,224,17,11,4,+6,68%,127,36%,2,2,0
Jamppi,BBL,Map_3_3Bind,Attack,Fade,0.99,144,6,8,2,-2,67%,91,29%,0,0,0
LewN,BBL,Map_3_3Bind,Attack,Iso,0.75,177,7,9,1,-2,50%,121,39%,0,5,-5
MAGNUM,BBL,Map_3_3Bind,Attack,Viper,0.92,185,8,9,0,-1,50%,130,25%,0,2,-2
PROFEK,BBL,Map_3_3Bind,Attack,Brimstone,0.86,148,6,10,0,-4,67%,130,25%,0,0,0
sociablEE,BBL,Map_3_3Bind,Attack,Yoru,0.36,113,5,12,0,-7,50%,74,50%,2,3,-1
ara,GX,Map_3_3Bind,Attack,Raze,2.56,544,14,3,2,+11,86%,315,31%,4,0,+4
grubinho,GX,Map_3_3Bind,Attack,Astra,1.62,148,5,1,3,+4,86%,127,44%,0,0,0
Flickless,GX,Map_3_3Bind,Attack,Viper,1.09,206,5,4,4,+1,100%,161,28%,1,0,+1
Cloud,GX,Map_3_3Bind,Attack,Gekko,1.40,230,7,3,1,+4,100%,145,27%,1,0,+1
westside,GX,Map_3_3Bind,Attack,Deadlock,0.53,43,1,3,2,-2,71%,41,25%,0,1,-1
Jamppi,BBL,Map_3_3Bind,Defend,Fade,0.63,143,3,6,0,-3,14%,113,33%,0,1,-1
LewN,BBL,Map_3_3Bind,Defend,Iso,0.90,233,5,7,1,-2,43%,163,36%,0,0,0
MAGNUM,BBL,Map_3_3Bind,Defend,Viper,0.41,91,2,6,1,-4,57%,50,33%,0,2,-2
PROFEK,BBL,Map_3_3Bind,Defend,Brimstone,0.23,55,1,7,0,-6,14%,37,0%,0,1,-1
sociablEE,BBL,Map_3_3Bind,Defend,Yoru,0.49,129,3,6,1,-3,57%,89,29%,1,2,-1
ara,GX,Map_3_3Bind,Defend,Raze,1.00,183,6,6,4,0,83%,137,24%,1,0,+1
grubinho,GX,Map_3_3Bind,Defend,Astra,1.35,225,10,6,6,+4,100%,142,26%,3,0,+3
Flickless,GX,Map_3_3Bind,Defend,Viper,1.37,239,10,6,8,+4,75%,159,29%,3,0,+3
Cloud,GX,Map_3_3Bind,Defend,Gekko,0.87,135,6,6,2,0,83%,88,22%,1,1,0
westside,GX,Map_3_3Bind,Defend,Deadlock,1.37,330,16,8,2,+8,67%,178,38%,2,1,+1
