,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,6,1,,,,1,,,,58,2,0
t3xture GEN,,6,2,,,,,,,,55,0,0
Foxy9 GEN,,8,,,,1,,,,,68,1,2
Ash GEN,,9,,,,1,,,,,68,4,2
Karon GEN,,6,1,,,1,1,,,,64,1,1
Jinboong DFM,,4,,,,1,,,,,44,2,0
Meiy DFM,,2,1,,,,,,,,37,3,0
Art DFM,,1,,,,,,,,,33,1,0
Akame DFM,,7,,,,,,,,,55,3,0
gyen DFM,,7,1,,,,,,,,55,2,0
