,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,5 Round 2 Art Akame Round 4 Art gyen Round 9 Akame gyen Round 11 Akame Jinboong Round 13 Akame Meiy,1 Round 10 Akame Art gyen,,,,,,,,83,0,0
t3xture GEN,,2 Round 4 Akame Meiy Round 15 Art Jinboong,1 Round 1 Akame Meiy Art,,,,,,,,40,0,0
Foxy9 GEN,,5 Round 3 gyen Art Round 6 Meiy Art Round 9 Art Jinboong Round 12 Jinboong Meiy Round 15 Akame Meiy,,,,,,,,,81,0,2
Ash GEN,,3 Round 2 Jinboong gyen Round 13 Art gyen Round 14 Jinboong Meiy,,,,,,,,,55,3,0
Karon GEN,,3 Round 5 Jinboong Meiy Round 8 gyen Meiy Round 12 Akame gyen,,,,,1 Round 12 gyen Akame,,,,55,0,1
Jinboong DFM,,1 Round 8 Foxy9 Ash,,,,1 Round 8 Ash,,,,,40,2,0
Meiy DFM,,,,,,,,,,,31,1,0
Art DFM,,,,,,,,,,,43,0,0
Akame DFM,,2 Round 8 t3xture Munchkin Round 12 Foxy9 Ash,,,,,,,,,51,2,0
gyen DFM,,3 Round 2 Munchkin t3xture Round 7 t3xture Munchkin Round 11 Karon t3xture,,,,,,,,,56,0,0
