,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,3 Round 5 Karon yoman Round 7 Karon Foxy9 Round 15 yoman Foxy9,1 Round 6 t3xture yoman Munchkin,,,1 Round 7 Foxy9,,,,,61,1,1
BuZz T1,,2 Round 5 Foxy9 t3xture Round 11 yoman Munchkin,2 Round 1 Munchkin yoman Karon Round 23 t3xture Munchkin Karon,,,,,,,,38,0,0
Meteor T1,,4 Round 1 Foxy9 t3xture Round 2 t3xture Foxy9 Round 4 Munchkin t3xture Round 15 Karon Munchkin,,,,,,,,,38,0,0
iZu T1,,2 Round 6 Foxy9 Karon Round 9 Munchkin t3xture,1 Round 7 Munchkin t3xture yoman,,,,,,,,48,10,0
carpe T1,,1 Round 4 yoman Foxy9,1 Round 19 Foxy9 Karon t3xture,1 Round 8 Foxy9 Karon t3xture Munchkin,,,1 Round 8 Munchkin t3xture,,,,51,0,0
Munchkin GEN,,3 Round 7 BuZz carpe Round 10 stax Meteor Round 22 BuZz Meteor,,1 Round 14 Meteor stax iZu carpe,,,,,,,36,1,0
t3xture GEN,,7 Round 8 iZu stax Round 12 BuZz iZu Round 13 iZu carpe Round 17 Meteor BuZz Round 18 BuZz Meteor Round 20 BuZz stax Round 22 iZu carpe,,,1 Round 11 Meteor carpe iZu BuZz stax,,,,,,53,0,0
Foxy9 GEN,,3 Round 7 iZu Meteor Round 19 BuZz iZu Round 21 stax BuZz,,,,,,,,,45,6,1
yoman GEN,,5 Round 3 BuZz Meteor Round 10 carpe iZu Round 13 stax Meteor Round 16 BuZz stax Round 21 carpe Meteor,,,,,,,,,47,1,0
Karon GEN,,4 Round 8 BuZz Meteor Round 9 carpe stax Round 12 Meteor carpe Round 16 Meteor iZu,,,,,,,,,69,0,1
