,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 13 Munchkin yoman,,,,,,,,,40,7,0
BuZz T1,,1 Round 11 Karon Munchkin,1 Round 5 Foxy9 yoman t3xture,,,,,,,,29,1,0
Meteor T1,,2 Round 2 Karon t3xture Round 6 Foxy9 yoman,1 Round 8 Foxy9 Munchkin t3xture,,,,,,,,58,0,0
iZu T1,,3 Round 1 Foxy9 t3xture Round 7 Karon t3xture Round 12 yoman Karon,1 Round 10 Karon yoman t3xture,,,,,,,,53,0,0
carpe T1,,2 Round 13 Karon t3xture Round 17 Karon yoman,1 Round 4 yoman Karon Foxy9,,,,,,,,46,2,0
Munchkin GEN,,2 Round 7 iZu stax Round 15 iZu stax,3 Round 4 iZu stax carpe Round 5 BuZz carpe stax Round 12 Meteor iZu carpe,,,1 Round 4 carpe,,,,,100,0,2
t3xture GEN,,3 Round 6 Meteor BuZz Round 12 BuZz stax Round 14 iZu Meteor,1 Round 8 BuZz stax carpe,,,,,,,,58,0,0
Foxy9 GEN,,5 Round 13 carpe stax Round 14 stax BuZz Round 15 BuZz carpe Round 17 carpe stax Round 18 iZu stax,,,,1 Round 13 stax,,,,,43,1,0
yoman GEN,,2 Round 1 Meteor iZu Round 17 BuZz Meteor,1 Round 2 BuZz stax Meteor,,,,,,,,53,2,2
Karon GEN,,3 Round 2 carpe iZu Round 4 BuZz Meteor Round 7 BuZz carpe,1 Round 3 Meteor iZu stax,,,,,,,,57,3,1
