,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,3 Round 8 neT mitch Round 12 mitch neT Round 14 neT Xeppaa,,1 Round 1 OXY Xeppaa mitch neT,,,1 Round 8 neT mitch,,,,71,4,1
johnqt SEN,,2 Round 19 Xeppaa OXY Round 20 v1c OXY,,,,,,,,,62,0,0
bang SEN,,3 Round 2 mitch v1c Round 20 mitch Xeppaa Round 22 Xeppaa mitch,,,,,,,,,28,2,0
zekken SEN,,2 Round 12 Xeppaa v1c Round 13 Xeppaa OXY,2 Round 5 OXY v1c mitch Round 6 neT OXY Xeppaa,1 Round 16 mitch Xeppaa v1c OXY,,,,,,,64,0,2
N4RRATE SEN,,5 Round 7 Xeppaa v1c Round 8 Xeppaa v1c Round 10 v1c mitch Round 17 mitch Xeppaa Round 23 v1c Xeppaa,1 Round 19 mitch neT v1c,1 Round 4 mitch OXY v1c neT,,1 Round 19 v1c,,,,,69,4,0
mitch C9,,,,,,1 Round 14 Zellsis,,,,,31,7,0
neT C9,,4 Round 1 johnqt zekken Round 11 johnqt N4RRATE Round 14 bang johnqt Round 18 johnqt bang,,,,1 Round 17 N4RRATE,1 Round 1 zekken Zellsis,,,,47,0,1
Xeppaa C9,,2 Round 8 zekken bang Round 15 N4RRATE johnqt,1 Round 2 Zellsis bang johnqt,,,,,1 Round 2 johnqt bang Zellsis,,,47,0,1
v1c C9,,4 Round 2 zekken N4RRATE Round 4 bang Zellsis Round 15 Zellsis zekken Round 22 N4RRATE johnqt,,,,,,,,,57,2,0
OXY C9,,5 Round 12 zekken bang Round 16 johnqt bang Round 17 Zellsis bang Round 19 zekken bang Round 22 zekken Zellsis,,,,,,,,,68,0,0
