,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 1 v1c mitch Round 20 Xeppaa mitch,2 Round 13 neT OXY mitch Round 22 OXY Xeppaa mitch,,,,,,,,58,0,1
johnqt SEN,,,1 Round 12 OXY v1c mitch,,,,,,,,37,8,0
bang SEN,,3 Round 20 v1c neT Round 21 Xeppaa OXY Round 22 v1c neT,2 Round 3 v1c mitch Xeppaa Round 15 neT v1c mitch,,,,,1 Round 3 v1c mitch Xeppaa,,,60,0,0
zekken SEN,,2 Round 7 v1c OXY Round 18 OXY neT,,1 Round 5 Xeppaa mitch neT OXY,,,,,,,46,0,1
N4RRATE SEN,,2 Round 16 OXY mitch Round 18 mitch Xeppaa,,,,,,,,,37,1,0
mitch C9,,4 Round 1 johnqt bang Round 6 zekken Zellsis Round 8 Zellsis zekken Round 10 Zellsis bang,,,,,1 Round 22 bang Zellsis,,,,66,3,0
neT C9,,3 Round 1 zekken N4RRATE Round 21 zekken bang Round 22 N4RRATE zekken,2 Round 2 zekken Zellsis N4RRATE Round 14 zekken bang N4RRATE,,,,,,,,77,1,0
Xeppaa C9,,3 Round 3 johnqt zekken Round 4 zekken N4RRATE Round 8 N4RRATE bang,2 Round 13 bang johnqt Zellsis Round 16 zekken N4RRATE bang,,,1 Round 13 Zellsis,,,,,71,0,0
v1c C9,,2 Round 4 johnqt bang Round 11 Zellsis johnqt,,,,,,,,,44,5,3
OXY C9,,2 Round 10 zekken johnqt Round 19 N4RRATE Zellsis,,,,,,,,,39,0,0
