,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zellsis SEN,,2 Round 13 v1c Xeppaa Round 15 v1c neT,,1 Round 23 v1c neT mitch OXY,,,,,,,62,1,1
johnqt SEN,,3 Round 13 neT OXY Round 18 Xeppaa neT Round 22 Xeppaa v1c,1 Round 3 Xeppaa mitch v1c,,,1 Round 1 v1c,1 Round 3 v1c mitch,,,,65,4,1
bang SEN,,1 Round 7 v1c OXY,1 Round 4 Xeppaa neT v1c,,,,,,,,32,2,0
zekken SEN,,5 Round 1 neT mitch Round 11 OXY neT Round 12 mitch neT Round 19 Xeppaa neT Round 20 OXY Xeppaa,2 Round 9 v1c Xeppaa neT Round 21 neT v1c mitch,,,,,,,,61,0,0
N4RRATE SEN,,4 Round 2 v1c OXY Round 15 mitch OXY Round 18 OXY mitch Round 19 OXY mitch,,,,,,,,,34,1,0
mitch C9,,2 Round 13 N4RRATE Zellsis Round 14 Zellsis bang,2 Round 7 zekken N4RRATE johnqt Round 21 bang N4RRATE Zellsis,,,2 Round 13 Zellsis Round 21 zekken,,,,,53,3,0
neT C9,,3 Round 4 johnqt Zellsis Round 7 Zellsis bang Round 9 johnqt Zellsis,,,,,,,,,31,3,1
Xeppaa C9,,3 Round 9 N4RRATE bang Round 14 johnqt zekken Round 16 zekken johnqt,1 Round 15 N4RRATE bang Zellsis,,,,,,,,60,1,0
v1c C9,,3 Round 1 Zellsis zekken Round 13 johnqt bang Round 16 N4RRATE Zellsis,1 Round 22 bang zekken N4RRATE,,,,,,,,47,0,0
OXY C9,,1 Round 10 zekken Zellsis,2 Round 6 bang N4RRATE zekken Round 8 bang N4RRATE johnqt,,,,,,,,48,0,0
