,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,4 Round 4 vanity OXY Round 5 moose OXY Round 7 vanity moose Round 17 OXY vanity,1 Round 10 OXY Xeppaa runi,,,,,,,,67,1,0
JonahP G2,,1 Round 14 OXY Xeppaa,2 Round 11 vanity runi moose Round 15 vanity Xeppaa OXY,,,,,,,,41,0,0
leaf G2,,,2 Round 12 OXY vanity Xeppaa Round 13 moose runi vanity,,,,,,,,55,1,0
icy G2,,1 Round 16 vanity Xeppaa,,,,,,,,,41,4,1
trent G2,,,,,1 Round 9 moose OXY Xeppaa vanity runi,,,,,,50,0,0
moose C9,,2 Round 4 trent leaf Round 12 icy leaf,1 Round 16 JonahP valyn icy,,,,1 Round 4 leaf trent,,,,70,0,0
vanity C9,,1 Round 2 trent icy,,,,,,,,,46,1,1
Xeppaa C9,,3 Round 7 JonahP valyn Round 8 icy trent Round 18 valyn JonahP,2 Round 3 leaf valyn JonahP Round 13 trent icy JonahP,,,,,,,,65,6,1
runi C9,,5 Round 1 leaf JonahP Round 2 valyn JonahP Round 12 JonahP valyn Round 15 icy trent Round 18 leaf trent,,,,1 Round 9 trent,,,,,74,2,1
OXY C9,,2 Round 6 icy leaf Round 7 trent leaf,,,,,,,,,44,1,0
