,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 1 DH BuZz Round 12 DH stax,,,,,,,,,44,3,1
Killua TLN,,3 Round 14 stax BuZz Round 16 iZu stax Round 19 BuZz DH,1 Round 2 Meteor stax iZu,,,1 Round 2 iZu,,,,,48,2,0
JitBoyS TLN,,3 Round 6 BuZz DH Round 15 stax Meteor Round 17 iZu stax,,,,,,,,,43,2,0
primmie TLN,,2 Round 10 DH iZu Round 16 BuZz DH,2 Round 6 Meteor iZu stax Round 7 iZu Meteor DH,,,1 Round 6 stax,,,,,70,0,0
thyy TLN,,4 Round 11 iZu stax Round 12 BuZz iZu Round 14 iZu Meteor Round 17 DH BuZz,1 Round 10 stax BuZz Meteor,2 Round 4 iZu Meteor DH BuZz Round 13 Meteor DH BuZz stax,,,,,,,81,1,2
stax T1,,1 Round 10 primmie Crws,,,,,,,,,40,2,0
BuZz T1,,2 Round 15 Killua JitBoyS Round 17 JitBoyS Killua,1 Round 8 JitBoyS Crws primmie,,,,,,,,51,0,0
Meteor T1,,4 Round 5 thyy primmie Round 9 JitBoyS primmie Round 16 JitBoyS thyy Round 19 Killua thyy,,,,,,,,,55,1,0
iZu T1,,2 Round 6 thyy Crws Round 12 JitBoyS Crws,1 Round 15 Crws primmie thyy,1 Round 2 primmie Crws thyy JitBoyS,,,,,,,47,1,0
DH T1,,6 Round 1 thyy primmie Round 3 Crws JitBoyS Round 5 Killua Crws Round 7 Killua JitBoyS Round 9 Killua Crws Round 18 JitBoyS thyy,,,,,,,,,70,1,1
