,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 2 Meteor DH Round 3 BuZz Meteor,,,,,,,,,41,1,2
Killua TLN,,7 Round 1 stax Meteor Round 9 Meteor BuZz Round 10 DH stax Round 13 iZu DH Round 17 DH Meteor Round 18 Meteor stax Round 19 BuZz DH,1 Round 4 DH stax iZu,,,,,,,,73,1,1
JitBoyS TLN,,3 Round 6 Meteor BuZz Round 10 Meteor BuZz Round 11 DH stax,,,,1 Round 1 DH,,,,,46,0,0
primmie TLN,,1 Round 9 iZu stax,1 Round 18 iZu BuZz DH,1 Round 23 Meteor DH stax BuZz,,,,,1 Round 23 stax DH BuZz Meteor,,52,4,1
thyy TLN,,4 Round 6 iZu DH Round 7 BuZz Meteor Round 15 DH BuZz Round 17 BuZz iZu,,,,,,,,,47,1,0
stax T1,,,1 Round 13 primmie Killua thyy,,,,,,,,38,3,3
BuZz T1,,1 Round 18 thyy JitBoyS,,,,,,,,,49,0,0
Meteor T1,,4 Round 3 JitBoyS Killua Round 12 thyy JitBoyS Round 15 primmie Crws Round 22 thyy primmie,1 Round 21 thyy Crws primmie,,1 Round 14 JitBoyS Crws Killua thyy primmie,,,,,,50,1,0
iZu T1,,2 Round 20 primmie JitBoyS Round 22 Crws Killua,1 Round 16 thyy Killua Crws,,,,,,,,36,0,0
DH T1,,4 Round 1 Killua Crws Round 8 Killua primmie Round 11 Crws Killua Round 21 JitBoyS Killua,,,,,,,,,51,3,0
