Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Sunset,1,"""1-0""",FNC,Attackers,Elimination
2Sunset,2,"""2-0""",FNC,Attackers,Elimination
2Sunset,3,"""3-0""",FNC,Attackers,Spike Detonation
2Sunset,4,"""4-0""",FNC,Attackers,Elimination
2Sunset,5,"""5-0""",FNC,Attackers,Spike Detonation
2Sunset,6,"""6-0""",FNC,Attackers,Elimination
2Sunset,7,"""6-1""",GX,Defenders,Defuse
2Sunset,8,"""6-2""",GX,Defenders,Elimination
2Sunset,9,"""6-3""",GX,Defenders,Defuse
2Sunset,10,"""7-3""",FNC,Attackers,Spike Detonation
2Sunset,11,"""8-3""",FNC,Attackers,Spike Detonation
2Sunset,12,"""8-4""",GX,Defenders,Defuse
2Sunset,13,"""9-4""",GX,Defenders,Elimination
2Sunset,14,"""10-4""",GX,Defenders,Defuse
2Sunset,15,"""10-5""",FNC,Attackers,Elimination
2Sunset,16,"""10-6""",FNC,Attackers,Elimination
2Sunset,17,"""10-7""",FNC,Attackers,Elimination
2Sunset,18,"""11-7""",GX,Defenders,Elimination
2Sunset,19,"""11-8""",FNC,Attackers,Elimination
2Sunset,20,"""12-8""",GX,Defenders,Defuse
2Sunset,21,"""12-9""",FNC,Attackers,Elimination
2Sunset,22,"""12-10""",FNC,Attackers,Elimination
2Sunset,23,"""13-10""",GX,Defenders,Defuse
2Sunset,24,"""""",,,
