,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 15 leaf JonahP Round 24 trent JonahP,2 Round 8 leaf trent valyn Round 18 trent JonahP leaf,,,,,,,,59,0,0
f0rsakeN PRX,,2 Round 6 trent leaf Round 23 leaf trent,,1 Round 17 valyn JonahP leaf trent,,,,,,,42,1,0
d4v41 PRX,,2 Round 5 valyn trent Round 19 JonahP valyn,1 Round 9 JonahP trent jawgemo,,,1 Round 3 leaf,,,,,65,1,1
PatMen PRX,,4 Round 8 JonahP jawgemo Round 19 jawgemo trent Round 22 leaf valyn Round 24 jawgemo valyn,1 Round 7 leaf JonahP valyn,,,,,,,,42,7,1
something PRX,,3 Round 11 JonahP jawgemo Round 12 JonahP leaf Round 23 JonahP valyn,2 Round 2 trent jawgemo leaf Round 20 leaf jawgemo JonahP,,,,,,,,52,0,0
valyn G2,,1 Round 19 f0rsakeN PatMen,2 Round 4 Jinggg d4v41 PatMen Round 14 something PatMen d4v41,,,,,,,,48,1,0
jawgemo G2,,3 Round 1 something f0rsakeN Round 2 PatMen f0rsakeN Round 17 PatMen Jinggg,3 Round 5 PatMen something Jinggg Round 11 d4v41 PatMen Jinggg Round 23 Jinggg PatMen something,,,,1 Round 5 Jinggg something,,,,58,0,2
JonahP G2,,2 Round 1 Jinggg d4v41 Round 7 Jinggg d4v41,1 Round 21 f0rsakeN PatMen something,1 Round 10 PatMen Jinggg something f0rsakeN,,,,,,,55,1,0
leaf G2,,3 Round 3 PatMen something Round 5 d4v41 f0rsakeN Round 20 f0rsakeN Jinggg,1 Round 16 something Jinggg f0rsakeN,1 Round 13 Jinggg something PatMen d4v41,,,,,,,58,0,0
trent G2,,1 Round 15 Jinggg PatMen,,,,1 Round 7 PatMen,,,,,24,5,0
