,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,3 Round 8 Cryocells Boostio Round 10 zander Boostio Round 14 zander Boostio,,1 Round 3 Boostio Cryocells eeiu Asuna,,,,,,,57,0,0
jawgemo G2,,2 Round 13 eeiu zander Round 16 eeiu Cryocells,,,,,,,,,40,0,2
JonahP G2,,2 Round 11 Cryocells eeiu Round 13 Asuna Boostio,,,,,,,,,42,4,1
leaf G2,,2 Round 5 Boostio Asuna Round 17 Cryocells Asuna,,,,,,,,,47,1,0
trent G2,,1 Round 17 eeiu zander,4 Round 2 eeiu zander Boostio Round 6 zander Cryocells Boostio Round 7 Asuna zander Boostio Round 15 Asuna Cryocells eeiu,,,,1 Round 7 zander Boostio,1 Round 2 eeiu zander Boostio,,,152,4,1
Asuna 100T,,1 Round 4 jawgemo trent,,,,,,,,,37,2,0
Boostio 100T,,,,,,,,,,,28,1,0
eeiu 100T,,3 Round 2 JonahP jawgemo Round 6 valyn leaf Round 10 leaf jawgemo,1 Round 1 leaf valyn trent,1 Round 12 valyn JonahP trent leaf,,1 Round 6 trent,,,,,91,0,1
Cryocells 100T,,1 Round 4 leaf valyn,,,,,,,,,35,0,0
zander 100T,,2 Round 6 jawgemo JonahP Round 7 leaf JonahP,,,,,,,,,35,1,0
