(BANK) NS RRQ (BANK),1 0.4k 0.4k,2 7.5k $ $$ 3.1k,3 3.8k $$$ $ 8.6k,4 11.7k $$$ $$$ 1.6k,5 11.2k $$$ $ 8.3k,6 2.6k $$ $$$ 15.3k,7 7.8k $$$ $$$ 4.8k,8 5.7k $$$ $$ 8.1k,9 12.5k $$$ $$$ 2.3k,10 22.5k $$$ $$ 3.9k,11 12.2k $$$ $$$ 6.6k,12 2.7k $$$ $$$ 6.3k,,,,,,
(BANK) NS RRQ (BANK),13 0.7k 0.4k,14 3.5k $$ 8.3k,15 15.4k $$ $$$ 1.0k,16 14.9k $$$ $$ 2.0k,17 4.1k $$$ $$ 4.0k,18 4.6k $$$ $$ 0.6k,19 7.1k $ $$$ 4.2k,20 0.9k $$ $$$ 9.1k,21 2.0k $$ $$$ 20.0k,22 3.8k $$$ $$$ 7.1k,23 8.6k $ $$$ 13.7k,24 0.6k $$$ $$$ 14.6k,,,,,,
(BANK) NS RRQ (BANK),25 1.1k $$$ $$$ 1.0k,26 1.1k $$$ $$$ 1.0k,27 1.7k $$$ $$$ 0.7k,28 1.1k $$$ $$$ 0.7k,29 0.8k $$$ $$$ 1.0k,30 1.1k $$$ $$$ 0.7k,31 1.1k $$$ $$$ 0.7k,32 1.1k $$$ $$$ 1.6k,33 1.1k $$$ $$$ 1.0k,34 1.1k $$$ $$$ 1.6k,35 1.1k $$$ $$$ 1.0k,36 1.1k $$$ $$$ 1.0k,37 1.1k $$$ $$$ 1.0k,38 1.1k $$$ $$$ 1.0k,39 1.1k $$$ $$$ 1.0k,40 1.1k $$$ $$$ 1.6k,41 1.1k $$$ $$$ 1.0k,42 1.7k $$$ $$$ 1.0k
