,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,1 Round 8 Dambi Francis,,,,,,,,,29,9,0
Kushy RRQ,,4 Round 3 Rb Ivy Round 10 Dambi Persia Round 11 Francis Rb Round 14 Dambi Francis,1 Round 15 Dambi Ivy Persia,,,,,,,,67,0,0
xffero RRQ,,1 Round 9 Persia Francis,,,,1 Round 14 Persia,,,,,46,0,1
Monyet RRQ,,4 Round 1 Persia Rb Round 10 Rb Francis Round 15 Francis Rb Round 16 Dambi Francis,2 Round 4 Dambi Rb Ivy Round 6 Rb Persia Ivy,,,,,,,,86,1,0
Jemkin RRQ,,5 Round 1 Dambi Francis Round 4 Francis Persia Round 5 Ivy Francis Round 9 Dambi Ivy Round 13 Persia Dambi,2 Round 2 Persia Dambi Rb Round 12 Persia Dambi Francis,,,,,,,,86,1,0
Rb NS,,,,,,,,,,,37,1,0
Persia NS,,3 Round 4 Kushy Monyet Round 11 crazyguy Monyet Round 14 crazyguy Monyet,,,,1 Round 11 Kushy,,,,,75,0,1
Dambi NS,,1 Round 12 Monyet Kushy,1 Round 6 Monyet xffero crazyguy,,,,,1 Round 6 xffero Monyet crazyguy,,,60,0,1
Francis NS,,,,,,,,,,,28,0,0
Ivy NS,,2 Round 5 Monyet crazyguy Round 6 Jemkin Jemkin,,,,,,,,,53,0,0
