,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
crazyguy RRQ,,3 Round 2 Dambi Rb crazyguy Round 3 Dambi Ivy Round 4 Francis Dambi,,,,,,,,,51,1,0
Kushy RRQ,,1 Round 18 Dambi Rb,,,,,,,,,43,3,2
xffero RRQ,,4 Round 3 Persia Rb Round 5 Persia Rb Round 13 Persia Dambi Round 21 Francis Dambi,,,,1 Round 15 Persia,,,,,53,0,0
Monyet RRQ,,3 Round 1 Ivy Rb Round 9 Dambi Persia Round 10 Rb Persia,2 Round 6 Francis Ivy Rb Round 21 Rb Persia Ivy,,,,,,,,59,0,0
Jemkin RRQ,,3 Round 13 Rb Francis Round 15 Dambi Rb Round 17 Ivy Dambi,3 Round 4 Rb Persia Ivy Round 7 Rb Francis Ivy Round 14 Rb Ivy Persia,,,,,,,,70,1,1
Rb NS,,2 Round 19 Monyet Kushy Round 20 xffero Kushy,,,,,,,,,49,2,0
Persia NS,,4 Round 12 Kushy Jemkin Round 15 Kushy Jemkin Round 18 crazyguy Jemkin Round 20 Monyet crazyguy,,,,,,,,,42,5,0
Dambi NS,,2 Round 2 xffero Jemkin Round 7 xffero Monyet,,,,,,,,,31,0,0
Francis NS,,4 Round 4 Monyet Kushy Round 11 Jemkin Kushy Round 12 crazyguy Monyet Round 18 Monyet xffero,,1 Round 1 Monyet crazyguy Jemkin xffero,,,1 Round 1 Jemkin xffero,,,,55,0,0
Ivy NS,,,1 Round 16 Kushy xffero crazyguy,,,,,,,,26,0,0
