,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
moose C9,,2 Round 3 keznit heat Round 10 keznit mta,1 Round 4 keznit mta heat,,,,,,,,47,0,1
vanity C9,,2 Round 11 mta keznit Round 18 Shyy mta,,,,,1 Round 6 Shyy mta,,,,61,0,1
Xeppaa C9,,1 Round 10 heat Shyy,,,,,1 Round 10 Shyy heat,,,,54,4,1
runi C9,,,,,,,,,,,22,0,1
OXY C9,,5 Round 6 heat keznit Round 9 keznit Melser Round 14 Shyy heat Round 18 Melser keznit Round 19 heat Melser,1 Round 3 Melser mta Shyy,,,,,1 Round 3 Shyy Melser mta,,,63,0,1
Melser KRÜ,,2 Round 11 runi vanity Round 13 OXY vanity,,,,,1 Round 11 vanity runi,,,,34,1,0
keznit KRÜ,,4 Round 1 OXY Xeppaa Round 2 Xeppaa moose Round 4 vanity OXY Round 8 OXY moose,2 Round 14 OXY runi moose Round 19 runi moose vanity,,,1 Round 19 vanity,,,,,73,0,2
heat KRÜ,,3 Round 8 Xeppaa runi Round 11 moose Xeppaa Round 20 runi vanity,1 Round 10 moose vanity OXY,,,,,,,,64,2,0
Shyy KRÜ,,2 Round 6 Xeppaa moose Round 16 moose vanity,3 Round 7 OXY Xeppaa runi Round 12 vanity runi Xeppaa Round 17 moose vanity Xeppaa,,,,,,,,71,1,0
mta KRÜ,,3 Round 3 vanity moose Round 6 OXY runi Round 9 Xeppaa OXY,,,,,,,,,45,8,0
