,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,2 Round 2 jawgemo trent cortezia Round 20 JonahP leaf,,,,,,,,,42,0,0
artzin MIBR,,1 Round 9 jawgemo leaf artzin,1 Round 17 jawgemo trent leaf,,,1 Round 9 leaf,,,,,43,4,0
aspas MIBR,,2 Round 1 leaf jawgemo Round 2 valyn leaf,2 Round 8 trent jawgemo valyn Round 19 trent valyn JonahP,2 Round 5 leaf valyn jawgemo trent Round 21 jawgemo valyn leaf trent,,1 Round 21 trent,,1 Round 5 jawgemo valyn trent,,,71,1,1
xenom MIBR,,1 Round 11 jawgemo valyn,,,,,,,,,21,1,1
Verno MIBR,,4 Round 1 valyn trent Round 9 JonahP trent Round 10 leaf trent Round 16 valyn leaf,,,,,,,,,52,3,1
valyn G2,,2 Round 3 cortezia artzin Round 19 xenom artzin,1 Round 7 cortezia Verno artzin,1 Round 20 cortezia Verno xenom artzin,,,,,,,51,0,1
jawgemo G2,,2 Round 3 aspas xenom Round 15 cortezia aspas,1 Round 5 xenom artzin Verno,,,,,,,,44,2,0
JonahP G2,,4 Round 4 cortezia xenom Round 9 aspas cortezia Round 10 aspas Verno Round 13 xenom aspas,,,,1 Round 19 aspas,,,,,36,6,0
leaf G2,,4 Round 4 Verno artzin Round 6 aspas artzin Round 21 Verno artzin Round 22 artzin cortezia,1 Round 23 xenom artzin aspas,,,,,,,,62,0,0
trent G2,,4 Round 2 xenom aspas Round 7 aspas xenom Round 12 Verno cortezia Round 21 xenom cortezia,1 Round 15 xenom artzin Verno,,,,,,,,68,3,1
