,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,2 Round 16 valyn leaf Round 21 JonahP leaf,,,,,,,,,35,1,0
artzin MIBR,,2 Round 18 jawgemo leaf Round 22 valyn trent,3 Round 1 trent valyn leaf Round 3 JonahP trent leaf Round 9 valyn leaf JonahP,,,,,,,,68,6,2
aspas MIBR,,,3 Round 5 valyn JonahP jawgemo Round 13 trent leaf jawgemo Round 16 jawgemo JonahP trent,,,,,,,,42,0,0
xenom MIBR,,5 Round 1 jawgemo JonahP Round 2 valyn JonahP Round 10 trent jawgemo Round 17 jawgemo JonahP Round 19 JonahP trent,1 Round 8 leaf jawgemo JonahP,,,,,,,,65,2,0
Verno MIBR,,5 Round 2 trent leaf Round 9 jawgemo trent Round 14 jawgemo trent Round 22 leaf JonahP Round 23 trent jawgemo,,,,,1 Round 18 JonahP trent,,,,47,0,0
valyn G2,,5 Round 7 xenom artzin Round 12 Verno aspas Round 14 cortezia Verno Round 15 artzin Verno Round 20 artzin xenom,1 Round 4 Verno artzin cortezia,,,,,,,,61,3,0
jawgemo G2,,,3 Round 10 Verno aspas cortezia Round 12 artzin cortezia xenom Round 19 artzin aspas cortezia,,,,,,,,50,0,1
JonahP G2,,,1 Round 18 cortezia aspas artzin,,,,,,,,34,4,0
leaf G2,,3 Round 2 cortezia xenom Round 4 xenom aspas Round 15 aspas cortezia,1 Round 6 artzin cortezia xenom,,,,,,,,64,0,1
trent G2,,2 Round 21 xenom cortezia Round 23 artzin cortezia,,,,,,,,,49,1,0
