,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Munchkin GEN,,,2 Round 2 Deryeon Papi kellyS Round 13 kellyS Deryeon UdoTan,,,,,,,,36,3,0
t3xture GEN,,3 Round 4 Papi Kr1stal Round 14 Deryeon Kr1stal Round 17 Kr1stal Papi,,1 Round 16 UdoTan kellyS Kr1stal Papi,,,,,,,58,0,0
Foxy9 GEN,,4 Round 6 Papi Kr1stal Round 15 kellyS UdoTan Round 18 Deryeon Papi Round 20 Papi Deryeon,1 Round 11 Deryeon Papi Kr1stal,,,,,,,,64,0,0
Ash GEN,,3 Round 5 Papi Deryeon Round 8 Kr1stal Deryeon Round 12 Deryeon Papi,,,,,,,,,45,2,1
Karon GEN,,3 Round 2 Kr1stal UdoTan Round 4 UdoTan kellyS Round 19 Deryeon UdoTan,2 Round 1 kellyS Papi Kr1stal Round 17 Deryeon kellyS UdoTan,,,,,,,,56,2,2
UdoTan GE,,1 Round 14 Ash Foxy9,,1 Round 10 t3xture Karon Foxy9 Munchkin,,,,,,,63,1,0
Kr1stal GE,,5 Round 7 Ash Munchkin Round 12 t3xture Munchkin Round 13 Karon Munchkin Round 18 Karon Ash Round 19 t3xture Foxy9,,,,1 Round 13 Munchkin,,,,,58,5,1
kellyS GE,,2 Round 12 Ash Karon Round 15 Ash Karon,,,,,,,,,39,0,1
Deryeon GE,,2 Round 11 Munchkin t3xture Round 16 t3xture Munchkin,,,,,,,,,52,0,0
Papi GE,,4 Round 6 Karon Ash Round 9 Ash Karon Round 13 t3xture Ash Round 14 t3xture Karon,,,,,,,,,42,1,0
