,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zyppan M8,,3 Round 6 flyuh Filu Round 9 soulcas grubinho Round 12 soulcas grubinho,,,,,,,,,54,2,1
kamyk M8,,3 Round 2 Filu soulcas Round 4 Filu flyuh Round 9 flyuh sheydos,1 Round 22 grubinho soulcas sheydos,,,,,,,,52,3,1
Click M8,,4 Round 4 sheydos soulcas Round 7 Filu sheydos Round 10 Filu sheydos Round 12 Filu sheydos,3 Round 6 grubinho soulcas sheydos Round 11 Filu grubinho soulcas Round 13 grubinho soulcas sheydos,,,1 Round 11 soulcas,,,,,63,0,0
Kada M8,,3 Round 8 Filu soulcas Round 10 grubinho flyuh Round 11 flyuh sheydos,,,,,,,,,28,0,0
Minny M8,,1 Round 8 flyuh grubinho,,1 Round 21 grubinho soulcas flyuh Filu,,,,,,,54,0,1
soulcas MKOI,,4 Round 3 Click Zyppan Round 8 kamyk Minny Round 13 Zyppan kamyk Round 19 Minny Zyppan,1 Round 11 Kada Zyppan Minny,,,,1 Round 3 Click Zyppan,,,,69,1,0
sheydos MKOI,,2 Round 3 Minny kamyk Round 16 Minny Click,1 Round 2 Click Kada kamyk,,,,,,,,41,5,1
flyuh MKOI,,,1 Round 7 Zyppan kamyk Minny,1 Round 17 Click Zyppan Minny kamyk,,,,,,,60,0,0
Filu MKOI,,2 Round 13 Click Minny Round 15 Kada Zyppan,,1 Round 22 Click Kada kamyk Zyppan,,,1 Round 22 kamyk Zyppan,,,,47,0,3
grubinho MKOI,,8 Round 1 kamyk Kada Round 5 Zyppan Click Round 7 Kada Click Round 9 Minny kamyk Round 14 kamyk Zyppan Round 16 Kada Zyppan Round 18 Click Zyppan Round 20 kamyk Minny,,,,,,,,,58,0,0
