,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Zyppan M8,,2 Round 3 sheydos flyuh Round 11 Filu flyuh,1 Round 4 sheydos grubinho soulcas,,,,,,,,50,3,0
kamyk M8,,2 Round 3 Filu grubinho Round 15 flyuh soulcas,1 Round 24 flyuh grubinho sheydos,,1 Round 18 Filu flyuh sheydos soulcas grubinho,,,,,,59,4,1
Click M8,,,,1 Round 19 flyuh sheydos soulcas grubinho,,,,,,,26,0,0
Kada M8,,2 Round 9 sheydos grubinho Round 21 grubinho flyuh,,1 Round 16 Filu grubinho soulcas flyuh,,,,,,,40,1,0
Minny M8,,4 Round 6 soulcas sheydos Round 11 sheydos soulcas Round 17 flyuh sheydos Round 24 Filu soulcas,1 Round 10 sheydos soulcas Filu,,,,1 Round 17 sheydos flyuh,,,,81,0,1
soulcas MKOI,,4 Round 1 kamyk Click Round 8 Click kamyk Round 20 kamyk Kada Round 22 Kada Click,,,,,,,,,50,1,0
sheydos MKOI,,2 Round 12 Kada Minny Round 22 Zyppan Minny,,,,,,,,,34,4,0
flyuh MKOI,,4 Round 1 Zyppan Kada Round 7 Click Kada Round 17 Kada Click Round 24 Minny Kada,2 Round 13 Click Zyppan kamyk Round 14 Kada Zyppan kamyk,,,,,,,,61,0,1
Filu MKOI,,4 Round 2 kamyk Minny Round 8 Zyppan Minny Round 12 Click Zyppan Round 19 Minny Click,,,,,,,,,39,1,0
grubinho MKOI,,2 Round 10 Click Kada Round 15 kamyk Kada,2 Round 2 Zyppan Kada Click Round 23 Click kamyk Zyppan,,,,1 Round 15 Kada kamyk,,,,50,0,0
