,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,3 Round 7 kamo paTiTek Round 8 kamo kamyk Round 12 keiko kamyk,,1 Round 19 kamo kamyk nAts paTiTek,,,,,,,68,0,2
AtaKaptan FUT,,2 Round 5 kamo kamyk Round 11 kamo nAts,,,,,,,,,52,2,0
MrFaliN FUT,,2 Round 2 kamyk nAts Round 13 nAts keiko,1 Round 20 nAts kamo kamyk,1 Round 10 keiko paTiTek nAts kamo,,,,,,,52,3,1
yetujey FUT,,2 Round 1 keiko nAts Round 5 paTiTek keiko,1 Round 4 kamo paTiTek kamyk,1 Round 15 nAts kamyk paTiTek kamo,,1 Round 1 nAts,,1 Round 15 kamyk paTiTek kamo,,,62,0,1
xeus FUT,,3 Round 3 kamyk nAts Round 9 kamo paTiTek Round 11 paTiTek keiko,1 Round 6 paTiTek kamo nAts,,,1 Round 11 keiko,,,,,48,0,1
paTiTek TL,,1 Round 3 xeus qRaxs,,,,,,,,,35,2,1
nAts TL,,1 Round 1 MrFaliN qRaxs,,2 Round 16 qRaxs xeus MrFaliN yetujey Round 17 AtaKaptan MrFaliN qRaxs yetujey,,,,,,,58,2,0
kamyk TL,,2 Round 2 qRaxs yetujey Round 7 qRaxs yetujey,,,,,,,,,59,2,0
keiko TL,,3 Round 1 AtaKaptan xeus Round 11 qRaxs MrFaliN Round 20 yetujey MrFaliN,1 Round 15 xeus qRaxs MrFaliN,,,,,,,,58,2,0
kamo TL,,,1 Round 6 yetujey qRaxs MrFaliN,1 Round 14 xeus AtaKaptan MrFaliN qRaxs,,,,,,,36,0,0
