,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
qRaxs FUT,,5 Round 5 kamyk paTiTek Round 9 kamyk paTiTek Round 15 kamo paTiTek Round 18 paTiTek kamyk Round 19 kamo nAts,,,,,,,,,70,0,1
AtaKaptan FUT,,2 Round 1 keiko kamo Round 17 nAts kamyk,1 Round 5 keiko nAts kamo,1 Round 6 keiko paTiTek nAts kamo,,1 Round 19 paTiTek,2 Round 6 nAts kamo Round 12 keiko nAts,,,,56,0,1
MrFaliN FUT,,1 Round 11 keiko paTiTek,1 Round 16 nAts kamyk keiko,,,,1 Round 16 nAts kamyk,,,,55,6,2
yetujey FUT,,3 Round 1 kamyk nAts Round 7 kamyk kamo Round 12 kamyk kamo,2 Round 2 kamyk nAts kamo Round 4 paTiTek nAts kamyk,,,,,2 Round 2 nAts kamyk kamo Round 4 paTiTek nAts kamyk,,,56,1,0
xeus FUT,,2 Round 3 kamyk nAts Round 8 keiko kamo,,,,,,,,,58,0,0
paTiTek TL,,1 Round 19 yetujey qRaxs,1 Round 4 AtaKaptan qRaxs MrFaliN,,,,,,,,45,1,0
nAts TL,,2 Round 4 xeus yetujey nAts Round 7 MrFaliN yetujey,,,,,1 Round 7 MrFaliN yetujey,,,,52,0,1
kamyk TL,,4 Round 1 MrFaliN xeus Round 2 MrFaliN qRaxs Round 6 MrFaliN xeus Round 11 AtaKaptan yetujey,1 Round 16 AtaKaptan qRaxs xeus,,,,,,,,71,0,0
keiko TL,,1 Round 18 AtaKaptan xeus,,,,,1 Round 18 xeus AtaKaptan,,,,45,0,0
kamo TL,,4 Round 6 yetujey qRaxs Round 10 MrFaliN xeus Round 12 qRaxs MrFaliN Round 15 xeus yetujey,1 Round 13 yetujey MrFaliN qRaxs,,,,,,,,66,6,0
