,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,3 Round 11 zekken Zellsis Round 12 N4RRATE Zellsis Round 14 Zellsis N4RRATE,,,1 Round 13 zekken bang johnqt N4RRATE Zellsis,,,,,,90,2,0
MaKo DRX,,2 Round 4 zekken bang Round 5 bang Zellsis,1 Round 10 johnqt N4RRATE Zellsis,,,,,,,,52,0,0
BeYN DRX,,2 Round 5 johnqt N4RRATE Round 11 bang johnqt,,,,,,,,,72,9,0
HYUNMIN DRX,,3 Round 1 johnqt N4RRATE Round 9 N4RRATE bang Round 14 johnqt zekken,,,,,,,,,43,0,0
Flashback DRX,,2 Round 3 Zellsis johnqt Round 6 N4RRATE zekken,,,,,,,,,51,0,0
Zellsis SEN,,,,,,,,,,,29,0,1
johnqt SEN,,,,,,,,,,,28,0,1
bang SEN,,3 Round 7 HYUNMIN BeYN Round 8 HYUNMIN Flashback Round 13 HYUNMIN Flashback,,,,,,,,,39,0,0
zekken SEN,,,1 Round 6 MaKo HYUNMIN free1ng,,,,,,,,49,0,0
N4RRATE SEN,,,,,,,,,,,37,0,1
