,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,4 Round 4 Zellsis johnqt Round 10 N4RRATE zekken Round 16 johnqt zekken Round 23 bang Zellsis,1 Round 13 N4RRATE bang Zellsis,,,,,,,,45,1,2
MaKo DRX,,1 Round 19 johnqt N4RRATE,,,,,,,,,40,1,0
BeYN DRX,,3 Round 11 johnqt bang Round 22 N4RRATE johnqt Round 23 N4RRATE johnqt,,,,,,1 Round 9 N4RRATE johnqt bang,,,51,6,0
HYUNMIN DRX,,6 Round 5 Zellsis johnqt Round 7 bang zekken Round 14 N4RRATE bang Round 15 Zellsis johnqt Round 19 zekken Zellsis Round 20 N4RRATE Zellsis,,,,,,,,,41,1,0
Flashback DRX,,8 Round 5 bang N4RRATE Round 7 Zellsis johnqt Round 10 johnqt Zellsis Round 12 bang johnqt Round 14 Zellsis johnqt Round 15 bang zekken Round 16 bang Zellsis Round 22 zekken bang,1 Round 3 zekken Zellsis johnqt,,,,,,,,74,0,0
Zellsis SEN,,4 Round 1 HYUNMIN MaKo Round 7 BeYN MaKo Round 12 Flashback MaKo Round 23 HYUNMIN Flashback,,,,,,,,,43,1,0
johnqt SEN,,5 Round 8 BeYN Flashback Round 9 MaKo free1ng Round 17 free1ng BeYN Round 19 BeYN free1ng Round 22 HYUNMIN Flashback,,,,,,,,,49,2,0
bang SEN,,2 Round 2 BeYN MaKo Round 15 HYUNMIN BeYN,2 Round 20 Flashback free1ng HYUNMIN Round 21 HYUNMIN MaKo free1ng,1 Round 18 HYUNMIN free1ng MaKo Flashback,,1 Round 18 Flashback,,,,,55,0,1
zekken SEN,,4 Round 2 free1ng Flashback Round 6 BeYN MaKo Round 8 HYUNMIN free1ng Round 12 free1ng HYUNMIN,,,,1 Round 12 HYUNMIN,,,,,53,2,1
N4RRATE SEN,,2 Round 7 HYUNMIN Flashback Round 17 MaKo Flashback,,,,1 Round 7 Flashback,,,,,64,3,0
