,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 9 margaret Francis Round 12 Dambi Persia,,,,,,,,,48,0,1
Killua TLN,,2 Round 9 Ivy Persia Round 10 Francis Persia,,,,,,,,,53,0,1
JitBoyS TLN,,1 Round 12 margaret Francis,,,,,,,,,31,2,0
primmie TLN,,2 Round 10 Dambi margaret Round 18 Francis Persia,1 Round 6 Dambi Ivy Francis,,,,,,,,64,0,0
thyy TLN,,,,,1 Round 5 Persia Ivy margaret Francis Dambi,,,,,,57,2,0
Persia NS,,,,,,,,,,,36,5,0
Dambi NS,,4 Round 3 Crws JitBoyS Round 11 JitBoyS Killua Round 16 thyy JitBoyS Round 18 JitBoyS primmie,2 Round 13 primmie Killua thyy Round 17 Crws JitBoyS primmie,,,,1 Round 5 thyy Killua,,,,77,0,1
Francis NS,,4 Round 6 thyy Killua Round 8 thyy JitBoyS Round 13 Crws JitBoyS Round 15 primmie Killua,,,,,,,,,64,1,2
Ivy NS,,2 Round 3 thyy primmie Round 15 Crws thyy,1 Round 14 primmie Killua thyy,1 Round 1 Killua thyy primmie JitBoyS,,,,1 Round 1 JitBoyS primmie thyy,,,48,2,1
margaret NS,,,3 Round 2 Killua thyy Crws Round 4 Crws Killua primmie Round 8 Crws primmie Killua,,,,,,,,71,0,0
