Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Lotus,1,"""1-0""",TE,Attackers,Elimination
2Lotus,2,"""2-0""",TE,Attackers,Elimination
2Lotus,3,"""3-0""",TE,Attackers,Spike Detonation
2Lotus,4,"""4-0""",TE,Attackers,Elimination
2Lotus,5,"""4-1""",BLG,Defenders,Defuse
2Lotus,6,"""5-1""",TE,Attackers,Spike Detonation
2Lotus,7,"""6-1""",TE,Attackers,Elimination
2Lotus,8,"""7-1""",TE,Attackers,Elimination
2Lotus,9,"""8-1""",TE,Attackers,Elimination
2Lotus,10,"""8-2""",BLG,Defenders,Elimination
2Lotus,11,"""9-2""",TE,Attackers,Spike Detonation
2Lotus,12,"""9-3""",BLG,Defenders,Elimination
2Lotus,13,"""10-3""",BLG,Defenders,Elimination
2Lotus,14,"""11-3""",BLG,Defenders,Elimination
2Lotus,15,"""11-4""",TE,Attackers,Elimination
2Lotus,16,"""12-4""",BLG,Defenders,Defuse
2Lotus,17,"""13-4""",BLG,Defenders,Defuse
2Lotus,18,"""""",,,
2Lotus,19,"""""",,,
2Lotus,20,"""""",,,
2Lotus,21,"""""",,,
2Lotus,22,"""""",,,
2Lotus,23,"""""",,,
2Lotus,24,"""""",,,
