,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinggg PRX,,2 Round 17 crashies Boaster Round 23 kaajak crashies,3 Round 11 Chronicle crashies Alfajer Round 24 Boaster crashies Alfajer Round 27 Chronicle Alfajer Boaster,,,,1 Round 17 Boaster crashies,,,,53,1,0
f0rsakeN PRX,,4 Round 11 Boaster kaajak Round 17 Chronicle kaajak Round 19 Boaster Chronicle Round 25 Alfajer kaajak,,,,,,,,,34,11,0
d4v41 PRX,,6 Round 3 Alfajer Chronicle Round 12 Boaster Alfajer Round 20 Alfajer Chronicle Round 24 Chronicle kaajak Round 26 crashies Chronicle Round 30 Alfajer Boaster,3 Round 2 Boaster Alfajer kaajak Round 8 Alfajer crashies Boaster Round 21 kaajak Chronicle crashies,,,,,,,,53,2,1
PatMen PRX,,4 Round 2 crashies Chronicle Round 4 Chronicle crashies Round 23 Alfajer Boaster Round 30 Chronicle crashies,2 Round 3 crashies kaajak Boaster Round 22 Alfajer Chronicle Boaster,,,,1 Round 3 Boaster kaajak,,,,41,0,1
something PRX,,5 Round 1 Alfajer kaajak Round 14 kaajak Alfajer Round 17 Alfajer crashies Round 26 Boaster kaajak Round 31 crashies Chronicle,,,,,,,,,34,0,0
crashies FNC,,8 Round 11 d4v41 f0rsakeN Round 13 PatMen something Round 14 PatMen Jinggg Round 15 Jinggg d4v41 Round 18 PatMen d4v41 Round 20 PatMen something Round 21 something f0rsakeN Round 25 PatMen something,1 Round 12 PatMen Jinggg f0rsakeN,,,1 Round 25 something,,,,,45,2,1
Boaster FNC,,1 Round 31 d4v41 something,,,,,,,,,30,3,0
Chronicle FNC,,5 Round 6 PatMen Jinggg Round 13 d4v41 Jinggg Round 17 PatMen d4v41 Round 25 Jinggg f0rsakeN Round 29 PatMen d4v41,2 Round 7 f0rsakeN d4v41 something Round 16 Jinggg something d4v41,,,,,,,,47,5,3
kaajak FNC,,7 Round 14 d4v41 f0rsakeN Round 15 something f0rsakeN Round 18 f0rsakeN Jinggg Round 19 something PatMen Round 24 Jinggg f0rsakeN Round 28 d4v41 f0rsakeN Round 31 Jinggg f0rsakeN,3 Round 9 Jinggg PatMen something Round 10 something Jinggg d4v41 Round 32 Jinggg something PatMen,,,,,,,,50,1,1
Alfajer FNC,,3 Round 8 something PatMen Round 19 d4v41 Jinggg Round 30 f0rsakeN something,1 Round 6 d4v41 f0rsakeN something,1 Round 5 d4v41 something f0rsakeN PatMen,,,,,,,46,0,1
