,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,1 Round 3 Zellsis johnqt,2 Round 18 bang Zellsis N4RRATE Round 22 bang N4RRATE johnqt,,,,,,,,34,2,0
artzin MIBR,,2 Round 1 N4RRATE Zellsis Round 8 Zellsis johnqt,,,,,,,,,33,1,1
aspas MIBR,,4 Round 9 zekken N4RRATE Round 14 bang zekken Round 20 zekken N4RRATE Round 21 johnqt bang,,1 Round 13 N4RRATE zekken bang Zellsis,,1 Round 20 N4RRATE,,,,,60,1,1
xenom MIBR,,5 Round 4 Zellsis N4RRATE Round 8 bang zekken Round 14 N4RRATE johnqt Round 16 johnqt N4RRATE xenom Round 21 N4RRATE Zellsis,1 Round 15 zekken bang N4RRATE,,,,,,,,55,1,0
Verno MIBR,,2 Round 2 zekken bang Round 20 bang Zellsis,1 Round 5 N4RRATE johnqt Zellsis,1 Round 23 zekken johnqt bang N4RRATE,,2 Round 2 bang Round 23 N4RRATE,,,,,62,0,1
Zellsis SEN,,1 Round 13 cortezia Verno,,,,,,,,,25,1,0
johnqt SEN,,2 Round 2 artzin aspas Round 11 artzin xenom,,,,,,,,,50,2,0
bang SEN,,3 Round 2 cortezia xenom Round 7 aspas artzin Round 23 xenom artzin,2 Round 4 aspas artzin Verno Round 9 Verno cortezia xenom,,,,,,,,56,1,0
zekken SEN,,2 Round 5 aspas artzin Round 10 cortezia artzin,3 Round 7 xenom cortezia Verno Round 18 Verno xenom cortezia Round 19 cortezia xenom aspas,1 Round 1 xenom cortezia Verno artzin,,1 Round 18 cortezia,,,,,70,0,1
N4RRATE SEN,,3 Round 6 artzin cortezia Round 8 artzin Verno Round 16 aspas Verno,3 Round 12 Verno cortezia xenom Round 20 cortezia artzin Verno Round 24 Verno artzin cortezia,,,,1 Round 16 Verno xenom,,,,55,4,0
