,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
cortezia MIBR,,3 Round 6 johnqt N4RRATE Round 7 bang N4RRATE Round 9 zekken johnqt,1 Round 5 Zellsis johnqt bang,,,,,,,,68,0,0
artzin MIBR,,2 Round 13 Zellsis bang Round 18 Zellsis bang,,,,,,,,,34,6,0
aspas MIBR,,3 Round 13 zekken N4RRATE Round 15 bang Zellsis Round 20 Zellsis zekken,,,,,,,,,43,0,0
xenom MIBR,,3 Round 11 bang Zellsis Round 14 Zellsis johnqt Round 18 johnqt zekken,1 Round 10 zekken bang N4RRATE,,,,1 Round 14 johnqt Zellsis,,,,51,0,0
Verno MIBR,,3 Round 1 zekken Zellsis Round 12 bang zekken Round 14 N4RRATE zekken,,,,,,,,,43,1,1
Zellsis SEN,,1 Round 14 aspas Verno,,,,,,,,,28,1,0
johnqt SEN,,4 Round 7 cortezia xenom Round 11 xenom artzin Round 12 xenom Verno Round 15 Verno cortezia,,,,,,,,,78,4,2
bang SEN,,2 Round 3 cortezia aspas Round 20 aspas xenom,2 Round 1 xenom Verno aspas Round 8 artzin aspas Verno,,,,,,,,38,0,0
zekken SEN,,6 Round 5 xenom artzin Round 7 Verno aspas Round 8 cortezia xenom Round 11 aspas cortezia Round 16 Verno cortezia Round 17 cortezia artzin,1 Round 2 artzin cortezia Verno,,1 Round 4 Verno aspas artzin xenom cortezia,,,,,,75,0,0
N4RRATE SEN,,,1 Round 15 xenom artzin aspas,,,,,,,,48,5,1
