,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
free1ng DRX,,3 Round 10 UdoTan Kr1stal Round 11 yokam Papi Round 20 kellyS UdoTan,,,,,,,,,57,4,0
MaKo DRX,,,,,,,,,,,50,2,0
Estrella DRX,,2 Round 3 UdoTan kellyS Round 10 yokam Papi,3 Round 4 Papi yokam Kr1stal Round 18 UdoTan Kr1stal Papi Round 23 yokam Papi UdoTan,,,,,,,,68,2,0
HYUNMIN DRX,,2 Round 6 Kr1stal yokam Round 15 yokam UdoTan,,,,,,,,,46,1,0
Flashback DRX,,4 Round 7 kellyS Papi Round 9 kellyS yokam Round 12 yokam Kr1stal Round 17 Kr1stal yokam,2 Round 19 kellyS Papi Kr1stal Round 21 Kr1stal Papi UdoTan,,,1 Round 7 Papi,,,,,61,1,0
UdoTan GE,,4 Round 2 MaKo HYUNMIN Round 5 MaKo Flashback Round 7 MaKo free1ng Round 11 MaKo Flashback,1 Round 22 HYUNMIN MaKo free1ng,,,2 Round 1 MaKo Round 4 Estrella,,,,,46,0,2
Kr1stal GE,,3 Round 3 Flashback HYUNMIN Round 4 MaKo free1ng Round 11 Estrella HYUNMIN,1 Round 13 MaKo HYUNMIN Estrella,,,,,,,,47,1,0
kellyS GE,,2 Round 1 free1ng Estrella Round 14 MaKo Flashback,,,,,,,,,38,0,1
Papi GE,,3 Round 2 free1ng Estrella Round 3 Estrella MaKo Round 16 HYUNMIN Flashback,,,,,,,,,50,1,1
yokam GE,,2 Round 5 Estrella HYUNMIN Round 18 HYUNMIN free1ng,2 Round 6 Estrella Flashback free1ng Round 20 MaKo HYUNMIN Flashback,,,,,,,,47,1,0
