,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
pANcada LOUD,,3 Round 8 Shyy Mazino Round 11 keznit Melser Round 18 keznit adverso,1 Round 17 keznit Melser Mazino,,,,,,,,76,0,1
v1nny LOUD,,,,,,,,,,,41,2,0
tuyz LOUD,,1 Round 11 Mazino adverso,1 Round 15 Mazino Shyy Melser,,,1 Round 11 adverso,,,,,61,5,0
cauanzin LOUD,,1 Round 7 keznit Melser,,,,,,,,,42,1,0
dgzin LOUD,,4 Round 4 adverso Mazino Round 7 Shyy Mazino Round 9 Shyy Mazino Round 13 Shyy adverso,,,,,,,,,35,1,0
Melser KRÜ,,9 Round 2 v1nny pANcada Round 4 pANcada dgzin Round 5 cauanzin tuyz Round 7 tuyz v1nny Round 9 v1nny dgzin Round 10 pANcada cauanzin Round 12 cauanzin pANcada Round 14 pANcada dgzin Round 18 tuyz pANcada,1 Round 3 cauanzin dgzin pANcada,,,1 Round 14 dgzin,,,,,95,1,1
keznit KRÜ,,2 Round 8 dgzin tuyz Round 16 dgzin pANcada,1 Round 15 v1nny dgzin tuyz,,,,1 Round 15 tuyz dgzin,,,,54,2,2
adverso KRÜ,,5 Round 7 cauanzin dgzin Round 8 pANcada cauanzin Round 9 cauanzin tuyz Round 12 dgzin v1nny Round 18 dgzin cauanzin,1 Round 1 dgzin tuyz pANcada,,,,,1 Round 7 dgzin cauanzin v1nny,,,68,0,2
Mazino KRÜ,,2 Round 11 dgzin v1nny Round 17 dgzin tuyz,,,,,,,,,40,1,0
Shyy KRÜ,,2 Round 5 dgzin pANcada Round 10 v1nny tuyz,1 Round 14 cauanzin tuyz v1nny,,,,,,,,42,1,1
