,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
liazzi MIBR,,1 Round 19 xand mwzera,,,,,,,,,25,6,1
artzin MIBR,,4 Round 10 havoc nzr Round 14 xand mwzera Round 15 mwzera xand Round 17 havoc Khalil,2 Round 1 havoc nzr Khalil Round 2 xand mwzera Khalil,,,,1 Round 1 Khalil nzr,,,,62,0,0
mazin MIBR,,,1 Round 16 havoc Khalil nzr,,,,,,,,34,1,0
rich MIBR,,4 Round 4 havoc nzr Round 8 nzr Khalil Round 15 Khalil nzr Round 17 mwzera nzr,,,,1 Round 2 nzr,,,,,50,0,0
Palla MIBR,,2 Round 13 mwzera nzr Round 16 mwzera Khalil,,1 Round 9 mwzera havoc nzr Khalil,,1 Round 19 nzr,,,,,49,0,1
xand FUR,,2 Round 4 rich mazin Round 18 artzin rich,,,,,,,,,40,5,0
nzr FUR,,4 Round 2 liazzi artzin Round 8 artzin Palla Round 11 Palla rich Round 12 rich liazzi,,,,,,,,,68,0,0
mwzera FUR,,1 Round 8 liazzi rich,3 Round 3 artzin liazzi rich Round 4 Palla liazzi artzin Round 5 rich artzin liazzi,,,,,,,,73,0,1
Khalil FUR,,5 Round 1 mazin liazzi Round 10 liazzi rich Round 13 Palla rich Round 16 rich artzin Round 20 Palla mazin,3 Round 11 liazzi mazin artzin Round 14 Palla mazin artzin Round 19 liazzi artzin rich,,,,,,,,105,1,0
havoc FUR,,1 Round 14 rich liazzi,1 Round 7 liazzi artzin mazin,,,1 Round 13 mazin,,,,,61,0,3
