,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
valyn G2,,6 Round 1 bang Cryocells Round 4 bang Cryocells Round 6 Cryocells Asuna Round 7 Cryocells bang Round 8 Boostio eeiu Round 19 Boostio Cryocells,1 Round 3 bang Cryocells eeiu,,,,,,,,71,1,1
JonahP G2,,3 Round 2 Asuna bang Round 10 bang eeiu JonahP Round 21 Boostio Cryocells,1 Round 13 eeiu Cryocells bang,,,,,,,,33,0,0
leaf G2,,4 Round 3 Boostio Asuna Round 8 Asuna Cryocells Round 13 Boostio Asuna Round 20 Asuna bang,1 Round 22 Cryocells bang Boostio,,,,,,,,55,0,2
icy G2,,3 Round 9 Boostio Cryocells Round 10 Cryocells Boostio Round 14 Asuna Cryocells,1 Round 20 Cryocells eeiu Boostio,,,,,,,,41,0,0
trent G2,,4 Round 1 Boostio eeiu Round 5 bang Boostio Round 11 Cryocells bang Round 21 Asuna bang,1 Round 9 eeiu bang Asuna,1 Round 23 eeiu Asuna Cryocells Boostio,,,1 Round 23 Cryocells Boostio,,,,64,8,3
Asuna 100T,,3 Round 5 icy trent Round 7 leaf JonahP Round 17 JonahP valyn,,,,,,,,,53,9,0
Boostio 100T,,3 Round 12 leaf valyn Round 17 leaf trent Round 18 trent JonahP,,,,,,,,,32,0,2
eeiu 100T,,1 Round 12 icy trent,,1 Round 22 trent icy JonahP leaf,,,2 Round 10 trent JonahP Round 22 leaf JonahP,,,,42,1,1
bang 100T,,3 Round 3 icy trent Round 10 leaf icy Round 18 icy valyn,2 Round 6 leaf valyn trent Round 16 leaf icy valyn,,,,1 Round 6 valyn trent,,,,55,0,0
Cryocells 100T,,2 Round 2 leaf JonahP Round 19 JonahP icy,5 Round 4 JonahP icy trent Round 5 leaf JonahP valyn Round 14 icy leaf JonahP Round 15 leaf JonahP trent Round 23 icy JonahP valyn,,,1 Round 5 valyn,,,,,66,1,0
