,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,7 Round 8 koalanoob Shao Round 11 ANGE1 koalanoob Round 12 koalanoob ANGE1 Round 13 koalanoob Shao Round 14 Shao Ruxic Round 20 hiro koalanoob Round 21 ANGE1 Shao,,,,,,,,,72,2,0
nAts TL,,3 Round 2 Ruxic koalanoob Round 9 ANGE1 Ruxic Round 21 Ruxic koalanoob,,,,,,,,,35,0,0
keiko TL,,3 Round 7 Ruxic hiro Round 9 hiro koalanoob Round 16 ANGE1 Shao,3 Round 2 hiro Shao ANGE1 Round 17 koalanoob hiro Ruxic Round 18 hiro Shao ANGE1,,,,,,,,79,1,0
kamo TL,,4 Round 7 Shao koalanoob Round 11 Ruxic hiro Round 13 hiro ANGE1 Round 17 ANGE1 Shao,1 Round 14 ANGE1 hiro koalanoob,,,,,,,,58,0,1
Serial TL,,3 Round 1 koalanoob hiro Round 15 Ruxic hiro Round 18 koalanoob Ruxic,2 Round 8 ANGE1 hiro Ruxic Round 12 Shao Ruxic hiro,,,,,1 Round 12 Shao hiro Ruxic,,,59,5,0
ANGE1 NAVI,,1 Round 5 paTiTek nAts,1 Round 19 Serial paTiTek nAts,,,2 Round 2 keiko Round 19 nAts,,,,,47,1,1
Shao NAVI,,3 Round 2 nAts kamo Round 5 kamo Serial Round 19 keiko kamo,2 Round 11 Serial paTiTek keiko Round 12 keiko paTiTek nAts,,,1 Round 15 Serial,1 Round 11 paTiTek keiko,,,,82,1,1
koalanoob NAVI,,1 Round 11 nAts kamo,1 Round 10 Serial kamo keiko,,,,,,,,42,0,0
Ruxic NAVI,,1 Round 7 kamo nAts,1 Round 3 kamo keiko Serial,,,,,,,,35,0,0
hiro NAVI,,4 Round 3 nAts paTiTek Round 15 nAts keiko Round 16 kamo nAts Round 17 Serial paTiTek,,1 Round 6 keiko Serial paTiTek nAts,,,,,,,48,0,0
