,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,,,,,,,,,,36,2,0
nAts TL,,3 Round 7 Shao koalanoob Round 13 Ruxic Shao Round 15 Ruxic ANGE1,,,,,,,,,41,2,0
keiko TL,,1 Round 23 Ruxic Shao keiko,3 Round 2 ANGE1 koalanoob hiro Round 3 hiro Ruxic koalanoob Round 16 koalanoob Shao ANGE1,,,,,1 Round 23 Shao koalanoob hiro,,,73,0,0
kamo TL,,,3 Round 10 koalanoob hiro Shao Round 11 Ruxic Shao koalanoob Round 22 ANGE1 hiro Ruxic,1 Round 1 hiro koalanoob ANGE1 Shao,,,,,,,49,6,1
Serial TL,,3 Round 13 hiro koalanoob Round 17 ANGE1 Shao Round 20 koalanoob Shao,,,,,1 Round 19 Shao ANGE1,,,,45,1,0
ANGE1 NAVI,,2 Round 10 nAts kamo Round 13 nAts Serial,1 Round 3 nAts keiko Serial,,,,2 Round 3 keiko Serial Round 13 nAts Serial,,,,45,3,2
Shao NAVI,,1 Round 1 Serial nAts,,,,,,,,,45,6,1
koalanoob NAVI,,3 Round 9 nAts kamo Round 14 paTiTek Serial Round 21 nAts Serial,1 Round 22 nAts kamo keiko,,,,,,,,44,0,0
Ruxic NAVI,,3 Round 9 Serial paTiTek Round 19 keiko kamo Round 20 Serial paTiTek,1 Round 4 nAts paTiTek keiko,,,,,,,,58,0,1
hiro NAVI,,4 Round 3 kamo paTiTek Round 4 Serial kamo Round 12 paTiTek nAts Round 13 keiko kamo,2 Round 14 keiko kamo nAts Round 23 Serial nAts paTiTek hiro,1 Round 16 nAts keiko paTiTek Serial,,,,,,,82,0,0
