,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
paTiTek TL,,1 Round 2 ANGE1 Ruxic,2 Round 6 koalanoob hiro ANGE1 Round 14 hiro Ruxic Shao,,,,1 Round 6 hiro ANGE1,,,,58,6,1
nAts TL,,3 Round 11 ANGE1 koalanoob Round 12 Shao koalanoob Round 17 ANGE1 Ruxic,3 Round 5 Ruxic ANGE1 hiro Round 7 ANGE1 koalanoob Shao Round 13 Shao Ruxic ANGE1,,,1 Round 17 Ruxic,,,,,67,0,1
keiko TL,,2 Round 3 ANGE1 koalanoob Round 9 Ruxic Shao,,1 Round 16 ANGE1 koalanoob Shao hiro,,,,,,,82,1,0
kamo TL,,1 Round 12 hiro ANGE1,,,,,,,,,36,2,0
Serial TL,,2 Round 9 koalanoob hiro Round 10 ANGE1 Shao,1 Round 1 Ruxic koalanoob hiro,,,,1 Round 11 hiro Shao,,,,70,0,0
ANGE1 NAVI,,1 Round 6 nAts Serial,,,,,,,,,30,1,0
Shao NAVI,,3 Round 9 kamo paTiTek Round 14 keiko kamo Round 15 keiko paTiTek,1 Round 3 kamo paTiTek nAts,,,,,,,,61,1,0
koalanoob NAVI,,1 Round 4 keiko nAts,,,,,,,,,44,0,0
Ruxic NAVI,,5 Round 1 kamo nAts Round 3 keiko Serial Round 4 kamo paTiTek Round 15 Serial kamo Round 17 Serial keiko,,,,,,,,,55,1,1
hiro NAVI,,3 Round 5 keiko kamo Round 8 nAts Serial Round 11 nAts paTiTek,,,,,,,,,53,0,0
