,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Jinboong DFM,,1 Round 10 Kushy xffero,,,,1 Round 4 Estrella,,,,,41,0,1
Meiy DFM,,1 Round 4 Kushy xffero,,,,,,,,,31,0,0
Art DFM,,2 Round 8 Kushy xffero Round 14 Estrella Monyet,,,,,,,,,40,0,1
Akame DFM,,,3 Round 3 Kushy Monyet xffero Round 12 Estrella Jemkin xffero Round 13 Estrella xffero Jemkin,,,,,,,,73,2,0
gyen DFM,,4 Round 10 Jemkin Estrella Round 11 xffero Kushy Round 15 xffero Monyet Round 16 Jemkin Kushy,,,,,,,,,54,1,0
Kushy RRQ,,,,1 Round 12 Art Meiy gyen Akame,1 Round 7 Meiy gyen Art Akame Jinboong,,1 Round 12 gyen Akame,,,,69,4,0
xffero RRQ,,2 Round 11 Akame Meiy Round 16 Jinboong Akame,1 Round 10 Meiy Akame gyen,,,1 Round 16 Akame,,,,,64,3,1
Monyet RRQ,,2 Round 5 Meiy Akame Round 6 Art Akame,1 Round 9 Akame Meiy Jinboong,,,,,,,,39,1,0
Jemkin RRQ,,3 Round 2 gyen Art Round 3 gyen Meiy Round 8 Jinboong Akame,2 Round 1 Art Meiy gyen Round 6 Meiy Jinboong gyen,2 Round 14 Akame Meiy gyen Art Round 15 Akame Jinboong Meiy gyen,,,,,,,120,0,1
Estrella RRQ,,,1 Round 4 Akame Art Meiy,,,1 Round 3 Akame,,,,,34,4,0
