,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Crws TLN,,2 Round 11 Dambi Francis Round 26 Dambi Francis,,2 Round 24 Francis Dambi Rb Persia Round 28 Francis Persia Rb Ivy,,,,,,,41,0,2
Killua TLN,,7 Round 5 Rb Francis Round 7 Ivy Rb Round 10 Dambi Francis Round 11 Persia Ivy Round 17 Persia Rb Round 22 Rb Francis Round 29 Persia Rb,2 Round 26 Ivy Persia Rb Round 30 Rb Dambi Francis,,,,,,,,52,1,0
JitBoyS TLN,,5 Round 7 Persia Dambi Round 14 Persia Ivy Round 18 Dambi Ivy Round 19 Dambi Francis Round 20 Ivy Francis,1 Round 16 Rb Francis Persia,,,1 Round 11 Rb,,,,,43,1,2
primmie TLN,,7 Round 6 Francis Dambi Round 9 Rb Francis Round 10 Ivy Rb Round 14 Dambi Francis Round 21 Dambi Ivy Round 27 Dambi Ivy Round 30 Ivy Persia,2 Round 5 Persia Dambi Ivy Round 8 Rb Francis Dambi,,,1 Round 29 Francis,,,,,50,5,2
thyy TLN,,1 Round 23 Rb Dambi,1 Round 13 Francis Ivy Dambi,1 Round 15 Rb Persia Francis Ivy,,,,,,,27,2,1
Rb NS,,6 Round 3 JitBoyS primmie Round 4 primmie Killua Round 9 thyy JitBoyS Round 11 Killua Crws Round 20 JitBoyS Crws Round 21 Killua Crws,,,,,1 Round 21 Crws Killua,,,,41,3,1
Persia NS,,5 Round 2 thyy primmie Round 4 JitBoyS Crws Round 19 thyy Crws Round 21 thyy JitBoyS Round 24 thyy JitBoyS,4 Round 8 Killua JitBoyS primmie Round 18 JitBoyS thyy primmie Round 25 thyy Crws JitBoyS Round 27 Crws primmie Killua,,,,1 Round 18 thyy primmie,,,,60,4,0
Dambi NS,,2 Round 9 Crws Killua Round 22 JitBoyS Killua,1 Round 20 primmie thyy Killua,1 Round 1 JitBoyS thyy Killua Crws,,,,,,,36,0,0
Francis NS,,2 Round 17 primmie Crws Round 25 Killua primmie,2 Round 3 thyy Crws Killua Round 29 Crws JitBoyS Killua,1 Round 12 primmie Crws JitBoyS Killua,,,,,,,35,2,0
Ivy NS,,4 Round 2 JitBoyS Killua Round 18 Crws Killua Round 22 primmie thyy Round 27 thyy JitBoyS,1 Round 23 Crws thyy primmie,,,,,,,,35,3,2
